SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,4,2,2,2,2,2,2,4,2,4,1,1,1,1,3,2,3,2.6,2,1,34,2,1,2,2,10,3,4,1
3,1,1,2,1,1,1,2,1,1,1,2,1,3,3,3,3,2,3,2,2,4,4,4,4,3,2,1,1,3,2,2,1.6,1,4,22,1,2,2,2,10,1,4,6
2,2,1,2,1,1,1,1,2,1,2,99,98,2,2,3,2,2,2,2,2,3,2,2,2,1,1,1,2,97,2,3,2.8,2,1,42,2,1,2,2,10,2,4,1
1,1,1,1,1,1,97,1,1,1,1,2,2,3,3,3,2,4,2,2,2,3,3,4,4,2,1,1,1,97,2,3,2.0,1,2,21,1,1,2,2,10,1,4,1
3,2,1,2,1,1,2,2,1,2,1,1,98,2,3,4,2,2,2,2,2,3,2,2,3,2,1,1,3,3,1,3,2.6,2,2,38,2,2,3,2,10,2,4,3
3,2,1,2,1,1,1,2,2,1,1,2,1,2,3,4,2,3,3,2,2,2,3,3,3,2,1,1,2,3,2,2,2.4,1,2,25,1,1,3,2,10,2,4,1
2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2.8,2,4,81,3,2,2,2,10,2,4,6
3,2,1,2,1,1,2,2,2,1,1,1,1,3,2,3,2,2,2,2,1,2,3,3,3,2,1,1,3,3,1,3,2.8,2,2,44,2,1,2,2,10,3,4,2
4,3,1,2,1,1,2,2,2,2,2,1,1,2,2,3,1,2,3,2,2,2,2,3,2,1,1,1,1,3,1,2,2.8,2,1,21,1,2,2,2,10,2,4,1
3,3,1,2,99,99,99,2,1,2,1,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,1,2,3,2,3,2.4,1,3,47,2,2,2,2,10,3,4,1
2,2,1,2,1,1,1,1,1,1,1,2,1,3,1,3,1,3,2,1,1,3,2,3,2,1,1,1,1,1,2,2,3.0,2,1,25,1,2,3,1,10,1,4,1
3,2,1,2,1,1,2,2,1,1,1,2,1,2,2,3,2,3,2,2,2,3,4,3,3,3,1,1,3,3,2,2,2.2,1,2,23,1,2,3,2,10,1,4,6
2,2,1,2,1,1,1,1,1,2,2,1,1,3,2,3,2,2,2,2,98,2,3,3,3,2,1,1,1,3,2,2,2.5,2,2,100,3,2,2,2,10,2,4,1
3,2,1,2,1,1,2,2,1,1,1,1,1,2,1,3,2,2,3,2,2,3,3,3,3,2,1,1,2,3,1,3,2.6,2,2,48,2,1,3,1,10,2,4,1
3,3,1,2,2,2,2,2,2,2,2,98,2,2,4,2,2,2,3,3,3,3,4,3,2,2,2,2,2,98,2,2,1.6,1,3,37,2,1,3,2,10,2,4,6
3,1,1,2,1,1,2,2,1,1,1,98,2,3,2,2,2,3,2,1,2,2,1,3,2,2,1,1,2,3,2,2,3.0,2,2,46,2,2,2,2,10,2,4,1
2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,3,3,2,1,1,2,3,2,3,2.8,2,2,20,1,2,2,1,10,2,4,6
3,3,1,2,1,1,2,2,2,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,3,3.2,2,1,30,2,2,3,2,10,2,4,1
3,4,1,2,1,1,2,1,2,2,1,98,1,4,4,2,2,2,3,1,2,2,3,2,3,2,2,1,2,3,2,2,2.4,1,3,40,2,1,2,2,10,3,4,1
2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,3,2,3,2,2,2,3,3,3,2,2,1,1,2,3,2,3,2.4,1,2,23,1,1,3,1,10,2,4,6
3,2,1,2,1,1,2,2,2,2,2,2,1,4,2,2,2,2,3,2,2,2,2,2,2,3,1,1,2,3,1,2,3.0,2,2,19,1,1,3,1,10,3,4,5
4,3,1,2,1,1,97,2,2,2,2,2,1,2,3,3,2,4,4,2,3,2,2,2,2,3,2,1,2,3,2,3,2.6,2,4,35,2,1,2,2,10,2,4,1
3,2,2,2,1,1,1,2,1,1,1,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,3,1,3,3.0,2,2,22,1,2,3,2,10,1,4,6
3,3,1,2,1,1,2,2,1,2,1,1,1,1,98,3,2,2,2,2,2,2,2,2,2,1,1,1,98,3,2,2,3.0,2,1,57,3,2,2,2,10,1,4,1
3,2,1,2,1,1,1,2,2,1,1,98,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,3,3.0,2,2,48,2,1,3,1,10,2,4,2
2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,3,2,2,3,2,2,1,2,2,2,1,1,1,2,3,2,2,3.2,2,1,19,1,1,2,2,10,1,4,6
3,3,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,98,3,2,2,3.0,2,3,61,3,2,2,2,10,2,4,1
2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,3,1,2,3,1,2,2,2,2,2,1,1,1,1,3,1,3,3.0,2,1,16,1,1,1,2,10,2,4,6
3,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,1,1,2,3,2,3,2.8,2,2,27,1,1,3,2,10,2,4,1
4,4,2,2,1,1,1,2,2,2,2,2,2,3,3,3,2,3,2,3,2,3,3,3,3,2,1,1,1,3,2,2,2.2,1,2,25,1,2,3,2,10,2,4,2
4,4,1,2,1,2,97,2,2,2,2,98,1,4,98,98,2,98,98,2,4,98,98,98,98,98,98,1,2,3,2,3,0.0,99,99,29,1,2,2,1,10,2,4,1
3,2,1,2,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,3.0,2,2,37,2,2,3,2,10,2,4,1
3,2,1,1,1,1,1,1,1,2,1,98,1,98,2,3,1,98,2,1,1,2,2,1,3,1,1,1,3,3,1,3,3.4,2,1,40,2,2,3,2,10,2,4,1
3,2,1,1,1,2,2,1,1,2,1,1,1,3,2,3,2,2,2,2,2,3,3,2,2,1,1,1,2,1,2,2,2.6,2,1,38,2,2,3,2,10,2,4,1
2,2,1,2,1,1,2,1,1,1,2,1,1,3,2,2,2,98,2,2,2,2,2,2,2,1,2,1,98,3,2,2,3.0,2,3,50,3,2,3,2,10,2,4,2
3,2,1,2,2,1,2,1,1,2,1,2,1,1,2,3,2,2,2,2,1,3,3,2,2,1,1,1,2,3,2,3,2.8,2,1,36,2,2,2,2,10,2,4,1
3,2,1,1,2,2,97,1,1,1,1,98,2,98,2,2,1,4,4,1,1,2,2,99,2,1,1,1,2,3,1,3,3.25,2,1,59,3,1,2,1,10,2,4,1
2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,3,1,2,2,1,1,2,2,2,2,1,1,1,2,3,1,3,3.4,2,1,27,1,2,3,2,10,2,4,5
2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,1,2,3,2,3,1,1,1,1,3,1,3,3.0,2,1,26,1,1,3,2,10,2,4,5
4,4,1,2,1,1,97,2,2,2,1,98,1,1,98,98,2,98,2,98,3,3,98,98,3,1,1,1,1,3,2,3,0.0,99,1,24,1,1,2,2,10,2,4,1
4,4,1,2,2,2,2,2,2,2,2,2,1,4,4,4,2,4,4,4,4,4,4,4,4,1,98,1,2,3,2,3,1.0,1,99,30,2,1,1,2,10,2,4,2
2,2,1,2,1,1,1,1,1,1,1,2,1,98,2,4,1,3,2,1,1,2,2,2,2,2,1,1,3,3,1,3,3.2,2,2,33,2,1,3,2,10,2,4,1
2,2,1,2,1,1,2,1,1,2,2,1,1,3,3,4,2,3,3,2,2,2,2,2,2,1,1,1,3,3,2,3,2.8,2,1,35,2,1,3,2,10,2,4,1
3,3,1,98,1,1,1,1,1,1,1,98,1,2,2,2,2,2,98,2,2,2,2,2,2,1,1,1,2,3,2,3,3.0,2,1,21,1,2,2,2,10,2,4,6
2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,4,2,2,2,1,98,98,2,3,3,1,1,1,2,3,1,3,3.0,2,1,23,1,1,3,2,10,2,4,1
3,3,1,1,1,1,2,2,1,2,1,2,1,2,3,3,2,3,2,2,2,2,2,2,2,2,1,1,1,3,2,3,2.8,2,2,30,2,2,3,1,10,1,4,1
2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,3.0,2,2,23,1,1,3,2,10,2,4,6
3,3,1,2,2,2,2,2,2,2,2,98,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,3.0,2,2,30,2,1,2,2,10,3,4,1
2,2,1,1,1,1,97,1,1,1,2,2,1,1,2,2,1,3,2,2,2,3,3,2,2,3,1,2,2,3,2,2,2.6,2,2,15,1,2,1,2,10,2,4,6
3,2,1,2,1,1,2,2,2,1,1,2,1,2,2,3,2,3,2,2,2,1,2,1,1,2,1,1,2,3,2,3,3.4,2,2,40,2,2,3,2,10,2,4,1
2,3,1,2,2,2,2,2,2,2,1,2,2,2,3,4,3,3,4,3,3,3,2,3,3,3,2,2,2,3,2,3,2.2,1,4,47,2,2,2,2,10,3,4,2
3,3,1,2,1,1,97,1,1,2,1,2,2,2,2,2,2,3,3,2,2,2,2,3,3,1,1,1,2,3,2,3,2.8,2,1,15,1,2,1,2,10,2,4,6
3,3,2,1,2,2,97,2,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,3,2,2,3.0,2,1,62,3,2,2,2,10,2,4,6
2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,3,2,3,2,2,2,2,2,2,2,1,1,1,1,3,2,2,3.0,2,1,44,2,2,3,2,10,2,4,1
2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,3,1,2,3,2,2,2,98,98,2,98,2,1,1,3,2,3,3.0,2,99,19,1,1,3,1,10,2,4,6
2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,4,1,3,1,2,2,3,1,3,3,3,2,1,2,3,2,3,2.8,2,4,22,1,1,3,1,10,2,4,6
2,2,1,2,1,1,1,2,2,1,2,98,1,2,2,3,2,2,2,1,1,3,2,3,2,98,1,1,2,3,1,3,2.8,2,99,23,1,1,3,1,10,2,4,1
2,2,1,2,2,1,1,2,2,1,1,98,1,2,2,4,1,98,2,2,2,2,2,2,2,3,1,1,2,3,2,3,3.0,2,2,35,2,2,3,1,10,2,4,1
2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,3,1,3,3.2,2,1,25,1,1,3,1,10,2,4,1
2,1,1,1,1,1,2,2,1,2,2,2,1,98,98,4,2,3,98,2,2,3,4,2,3,3,1,1,2,3,1,3,2.25,1,2,25,1,2,3,1,10,2,4,1
2,2,1,2,1,1,2,1,1,1,1,1,1,98,1,4,2,2,2,1,1,2,98,2,98,1,1,1,2,3,2,3,3.5,2,1,33,2,2,3,1,10,2,4,1
3,2,1,2,1,1,97,1,1,1,1,98,1,1,2,3,1,2,2,98,2,2,2,2,2,1,1,1,1,3,1,3,3.0,2,1,17,1,1,1,1,10,2,4,5
3,4,1,2,1,2,2,2,2,1,1,2,1,98,98,98,1,4,98,2,2,2,98,98,98,3,1,1,2,3,2,2,0.0,99,2,30,2,1,3,1,10,2,4,1
2,2,1,1,1,1,1,1,1,1,1,98,1,1,98,3,2,98,2,2,98,3,3,3,3,3,2,1,2,3,2,3,2.0,1,4,36,2,2,3,1,10,2,4,2
3,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,2,3,4,2,2,2,2,97,3,3,2.0,1,3,45,2,1,2,1,10,2,4,2
3,3,1,98,1,1,1,2,2,2,1,2,2,2,98,4,2,3,2,98,98,3,2,2,2,2,1,2,2,3,2,2,2.6666666666666696,2,2,30,2,2,3,1,10,2,4,1
2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3.0,2,1,24,1,2,3,1,10,2,4,1
3,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,3,2,3,2.8,2,3,23,1,2,3,1,10,2,4,1
4,4,2,2,2,2,97,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,4.0,3,3,24,1,2,2,2,10,1,4,1
4,3,1,2,2,1,97,2,1,2,2,1,1,2,2,3,2,2,2,98,98,2,3,3,3,3,2,2,2,3,2,3,2.5,2,4,40,2,1,2,1,10,2,4,6
4,2,1,2,1,1,2,2,1,1,1,2,1,2,2,3,1,3,2,2,2,4,2,3,2,3,2,1,2,3,1,3,2.4,1,4,26,1,2,3,1,10,2,4,1
3,3,1,1,1,1,97,1,1,1,1,98,1,3,3,3,2,3,3,2,3,2,3,3,2,3,1,1,1,3,2,2,2.2,1,2,18,1,2,2,1,10,2,4,1
2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,4,1,98,2,1,2,2,3,3,3,2,1,1,2,3,1,3,2.6,2,2,35,2,1,3,1,10,2,4,1
3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,4.0,3,1,19,1,1,2,2,10,1,4,5
2,2,1,2,1,1,1,1,1,1,1,2,1,3,3,4,2,3,4,2,2,4,4,3,3,3,2,1,2,3,2,3,1.8,1,4,24,1,1,2,1,10,2,4,6
2,2,1,1,2,2,97,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,2,2,1,1,1,1,3,1,3,3.4,2,1,25,1,1,2,2,10,2,4,6
2,2,1,2,1,1,1,98,1,1,1,1,1,4,2,3,2,2,2,1,2,2,3,2,98,2,1,1,2,1,2,3,2.8,2,2,45,2,2,3,1,10,2,4,1
2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2,3,2,2,1,1,1,1,3,1,3,3.0,2,1,30,2,1,3,1,10,2,4,1
3,3,1,2,1,1,2,1,1,1,1,1,1,4,1,2,2,2,2,2,1,2,3,3,3,1,1,1,2,3,2,3,3.0,2,1,38,2,2,3,2,10,2,4,1
2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,3,3,2,3,2,1,1,1,3,1,3,2.6,2,2,31,2,1,3,1,10,2,4,1
2,3,1,2,1,1,2,2,1,2,1,2,1,1,2,3,1,1,3,3,2,3,3,3,2,1,2,1,1,1,1,3,2.4,1,3,33,2,1,3,1,10,2,4,1
2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,4,2,3,2,2,2,2,2,2,2,2,1,1,1,3,2,2,3.0,2,2,40,2,2,3,1,10,2,4,1
3,4,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,3,3.0,2,1,34,2,1,3,1,10,2,4,1
2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,3,2,2,2,3,3,3,3,2,1,1,2,3,2,3,2.4,1,2,37,2,2,3,1,10,2,4,2
3,3,1,2,1,1,2,2,1,1,1,1,1,4,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,3,2,3,3.0,2,1,45,2,2,2,2,10,3,4,6
2,3,1,2,1,1,1,1,1,2,2,98,1,2,3,3,2,4,3,2,2,3,2,4,3,2,1,1,1,3,2,2,2.2,1,2,21,1,2,3,2,10,2,4,3
98,98,1,1,97,97,97,2,1,1,1,1,1,1,2,2,1,1,4,2,2,2,2,2,2,2,2,1,1,1,1,3,3.0,2,3,55,3,2,1,2,12,3,1,6
3,3,1,2,2,1,1,2,1,2,2,1,1,1,98,3,3,3,4,3,3,3,3,3,3,2,1,2,1,3,3,3,2.0,1,2,25,1,1,2,2,12,2,1,2
3,3,98,98,2,1,97,2,2,1,1,1,1,2,98,2,2,2,4,2,98,98,98,2,98,3,2,1,3,3,2,3,0.0,99,4,25,1,1,1,1,12,3,1,4
4,4,98,98,97,97,97,2,2,2,1,1,1,1,98,1,1,1,4,98,98,98,98,98,98,3,2,1,1,1,1,3,0.0,99,4,20,1,2,1,1,12,3,1,6
2,2,1,2,1,1,97,2,2,1,1,2,2,2,2,2,4,3,4,2,2,2,98,2,98,3,2,1,1,3,4,3,3.0,2,4,26,1,2,2,1,12,3,1,1
98,98,98,98,97,97,97,2,2,1,1,1,2,1,98,2,4,3,4,98,98,98,98,98,98,3,2,98,1,3,3,3,0.0,99,4,20,1,2,1,1,12,3,1,6
2,2,1,98,1,1,97,2,1,2,1,1,1,2,3,2,2,2,98,2,2,2,98,98,98,2,1,1,1,1,2,3,2.6666666666666696,2,2,16,1,2,1,2,14,2,3,6
2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,98,98,3,2,2,3,3,2,2,3.25,2,4,23,1,2,3,2,14,1,3,1
1,1,1,2,1,1,1,1,2,1,1,98,2,98,3,3,3,2,3,2,2,3,4,4,4,3,2,1,98,97,2,3,1.8,1,4,39,2,1,3,2,14,1,3,1
2,1,1,2,1,1,1,2,1,1,1,2,98,2,98,4,2,4,4,98,98,2,98,3,3,2,1,2,98,3,2,2,0.0,99,2,36,2,1,3,2,14,3,3,3
3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,3,3,2,98,1,2,2,2,3,2.8,2,99,51,3,2,3,2,14,3,3,5
3,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1,1,1,3,1,2,2,3.2,2,1,21,1,1,2,2,14,2,3,1
2,1,1,2,1,1,1,1,1,1,1,1,98,98,2,3,98,2,4,2,1,2,3,2,3,2,2,1,98,1,98,3,3.0,2,3,33,2,1,3,2,14,1,3,5
3,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,4,2,2,1,2,1,2,1,1,1,1,3,2,2,3.4,2,1,30,2,2,2,2,14,1,3,1
2,1,1,2,1,1,1,1,1,1,1,98,2,1,98,98,2,3,98,1,2,98,98,98,98,3,1,1,2,3,3,3,0.0,99,2,85,3,2,3,2,14,2,3,6
2,1,1,2,1,1,1,2,1,2,2,99,98,2,2,3,3,98,98,2,2,2,2,2,2,3,98,1,2,3,2,3,3.0,2,99,33,2,2,3,2,14,2,3,1
2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,3,4,2,2,2,2,2,2,2,1,1,1,3,2,2,3.2,2,2,17,1,2,2,2,14,2,3,6
2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,3,3,2,1,2,1,2,2,2,2,3,3,2,2,3.6,3,3,24,1,2,3,2,14,2,3,6
1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,3,1,1,2,1,1,1,2,1,1,3,97,2,2,3.6,3,2,35,2,2,3,2,14,1,3,1
2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,3,4.0,3,1,39,2,1,3,1,14,2,3,6
2,3,1,2,1,1,97,1,1,2,1,2,1,2,3,3,2,2,3,4,1,2,1,2,3,2,1,1,3,3,2,2,3.2,2,2,32,2,1,2,2,14,3,3,1
2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,3,2,1,2,4,2,2,2,2,1,2,2,1,3,2,2.6,2,2,44,2,1,3,1,14,3,3,1
2,3,2,1,1,1,2,1,2,2,2,1,1,3,2,3,2,4,3,3,2,2,4,2,2,2,2,1,1,1,2,2,2.6,2,3,55,3,1,2,1,14,2,3,1
1,1,1,2,1,1,1,2,1,1,2,2,1,3,2,2,2,1,2,2,2,2,3,2,1,1,1,1,3,3,2,2,2.8,2,1,22,1,2,2,1,14,3,3,6
2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,3,3,4,2,2,2,2,3,2,1,1,1,3,98,3,2,2.8,2,1,39,2,1,3,2,14,2,3,1
3,3,1,98,1,1,97,2,2,98,2,2,1,98,2,98,2,98,98,2,2,98,98,2,2,2,98,1,98,3,2,2,3.0,2,99,33,2,2,2,2,14,3,3,1
3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,3,3.0,2,1,23,1,1,2,2,14,2,3,1
1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,3,1,3,3.8,3,1,25,1,1,3,1,14,1,3,1
2,1,1,2,1,1,1,2,1,98,98,98,98,3,2,2,3,2,3,2,2,2,2,2,2,1,1,2,3,3,2,3,3.0,2,1,54,3,2,2,1,14,1,3,1
2,2,1,98,1,1,97,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,98,2,98,1,1,1,2,3,2,2,3.0,2,1,17,1,1,1,2,14,2,3,6
4,2,1,98,1,1,97,98,2,98,98,98,1,2,2,2,2,2,98,1,2,2,2,2,98,1,1,1,2,3,2,2,3.0,2,1,16,1,2,1,2,14,2,3,6
98,98,1,1,1,1,1,1,2,1,2,98,2,98,98,98,98,98,3,98,98,98,98,98,98,98,1,1,2,1,98,2,0.0,99,99,18,1,2,2,1,14,2,3,6
2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,3,2,2,3,2,2,2,2,2,2,1,1,1,2,3,2,3,3.0,2,1,20,1,2,2,1,14,3,3,1
2,1,1,2,1,1,1,2,2,2,2,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,3.0,2,2,26,1,2,3,1,14,2,3,2
2,1,1,2,1,1,1,1,2,2,2,2,1,3,2,3,2,4,2,2,2,2,98,3,2,2,1,1,98,1,1,3,2.75,2,2,28,1,1,2,2,9,3,2,1
2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,1,2,2,2,2,2,2,1,1,1,1,3,3,3.0,2,2,27,1,2,3,2,9,2,2,1
2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,4,2,4,4,2,2,2,2,4,2,2,2,1,3,3,2,3,2.6,2,3,44,2,2,3,2,9,2,2,1
2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,2,4,2,1,1,1,2,3,3,1,1,1,2,3,1,3,3.2,2,1,48,2,2,3,2,9,2,2,2
2,2,1,2,1,2,1,1,1,1,1,2,2,98,1,1,3,4,1,2,2,2,3,1,4,2,2,1,3,3,2,3,3.2,2,3,48,2,2,3,2,9,2,2,6
2,1,1,98,2,1,2,2,2,98,1,98,98,2,2,2,98,98,98,2,2,2,2,2,3,2,98,98,98,3,2,3,3.0,2,99,17,1,2,2,2,9,2,2,6
4,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,1,1,1,3,2,3,3.2,2,1,100,3,2,3,2,9,3,2,6
2,1,1,2,1,1,1,2,2,1,2,2,2,1,3,3,2,3,3,1,2,98,98,4,4,3,2,1,2,2,1,3,2.0,1,4,28,1,1,2,2,9,3,2,1
2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,1,2,4,3,3,3,3,3,3,3,2,2,2,3,3,3,1.8,1,4,22,1,1,2,1,9,2,2,2
4,2,2,2,2,2,2,2,1,1,1,2,2,3,2,4,2,3,3,2,2,2,3,2,2,2,1,1,2,3,2,3,2.8,2,2,21,1,2,2,1,9,1,2,6
1,1,1,2,1,1,97,1,1,1,1,2,1,1,3,3,1,3,2,2,2,3,3,3,4,3,2,98,2,1,2,3,2.2,1,4,18,1,2,2,2,9,2,2,6
4,4,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,3,98,1,3,3,2,2,1.0,1,99,34,2,2,3,1,9,2,2,5
4,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,3,2,3,3.8,3,2,45,2,1,2,1,9,3,2,6
4,2,1,2,1,1,2,2,1,1,1,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2.6,2,3,18,1,2,2,1,9,3,2,4
2,2,98,98,1,1,1,2,2,98,1,1,1,2,2,3,2,2,2,2,2,2,2,3,3,2,98,98,98,3,2,3,2.8,2,99,29,1,2,2,1,9,2,2,6
2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,98,3,2,3,3.0,2,1,22,1,2,2,1,9,3,2,4
3,3,1,98,2,2,2,2,2,2,1,2,98,2,3,2,2,3,3,2,4,2,98,4,4,98,2,98,98,98,3,3,1.75,1,99,62,3,2,2,1,9,3,2,6
2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,5,2,3,3.6,3,1,21,1,2,2,1,9,3,2,6
4,2,1,2,2,2,2,2,2,1,1,1,1,1,98,3,2,1,1,2,2,2,2,3,2,3,2,2,2,3,2,3,2.75,2,4,25,1,1,2,1,9,3,2,6
2,1,1,2,2,1,1,1,1,1,1,2,1,98,98,2,2,2,4,2,2,2,3,2,98,3,1,1,2,3,2,3,2.75,2,2,20,1,2,2,2,9,2,2,1
3,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,3,1,3,3.6,3,1,53,3,2,2,2,9,2,2,6
2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,2,1,2,4,2,3,98,98,3,3,2,1,1,2,3,2,3,1.6666666666666698,1,2,37,2,2,2,2,9,3,2,6
2,2,1,1,2,2,1,1,1,1,2,2,2,1,3,2,2,2,4,2,4,4,3,4,3,2,2,1,2,3,2,3,1.4,1,3,21,1,1,2,1,9,1,2,1
3,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,3,2,3,2,1,1,2,4,4,3,1,1,2,1,2,3,3.0,2,2,16,1,1,1,1,9,2,2,3
2,3,2,2,1,1,97,1,1,1,1,98,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,3,4.0,3,1,15,1,2,1,1,9,2,2,6
2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,1,2,3,2,2,2.4,1,3,55,3,2,3,2,9,3,2,6
3,1,1,2,1,1,97,2,1,1,1,1,2,4,2,2,4,1,1,3,2,3,3,3,2,1,1,1,1,5,4,3,2.4,1,1,19,1,2,2,2,9,2,2,6
2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,2,2,2,2,3,2,3,2,1,2,3,2,3,2.8,2,4,52,3,1,3,1,9,1,2,2
3,4,1,2,1,1,2,1,1,1,1,98,98,98,2,2,2,3,98,2,2,98,2,3,2,3,1,1,2,3,1,3,2.75,2,2,24,1,2,2,2,9,2,2,6
2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,98,98,1,98,2,2,1,1,3,1,3,3.6666666666666696,3,3,55,3,2,2,1,9,3,2,6
3,1,1,98,2,2,2,2,2,1,1,98,98,1,98,1,3,98,1,98,98,3,98,3,98,3,98,1,3,3,1,3,0.0,99,99,78,3,2,3,1,9,2,2,6
