CTRY,SC_KNOWL,UND_SCSCI,SC_DZ,SC_POET,SC_PS,SC_SS,SC_UNI,SCINFO_30D,MDHINFO_30D,SC_INT,MDH_INT,CONF_NGO,CONF_HOSP,TRU_NEIGHB,TRU_SCI,TRU_JO,TRU_HCW,TRU_NGOPPL,TRU_TH,TRU_SC,TRUSCI_ACCINFO,TRUSCIUNI_BEN,TRUSCIUNI_HON,TRUSCICOM_BEN,TRUSCICOM_HON,SCI_BENPPL,SCI_BENRESP,SCTECH_IMPRLIFE,SCTECH_JOBS,TRU_PPLADV,TRU_HCWADV,HRD_VAC,VAC_IMPTCH,VAC_SF,VAC_EFF,VAC_IDX,VAC_LVL,TRUSCI_IDX,TRUSCI_LVL,VW_SC,AGE,AGE_CAT,GEN,EDU,LIV_AR,RGN,SUBJ_HHI,CTRY_INC,EMP_STAT
49,2,98,1,98,98,98,98,2,1,1,1,98,1,2,98,2,2,98,3,3,3,4,2,98,98,2,98,1,3,3,2,1,4,4,5,4.333333333333333,High,2.0,1,99,42,2,1,2,1,12,2,2,6
28,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,3,4,4,3.6666666666666665,High,3.4,2,1,38,2,2,3,2,11,2,4,1
41,3,3,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,3,4,3,3,2,3,3,3,1,1,1,1,3,1,1,5,4,1,3.3333333333333335,Medium,2.2,1,1,23,1,1,2,1,1,3,1,6
134,2,4,1,2,1,1,2,2,2,1,1,98,2,98,98,98,4,98,4,2,98,98,98,98,2,2,2,1,98,3,98,1,5,2,5,4.0,High,0.0,99,3,35,2,1,2,2,5,2,2,2
76,3,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,4,4,4,1,1,1,1,1,4,2,2,1,2,97,4,1,4,4,5,4.333333333333333,High,3.8,3,3,57,3,1,2,1,14,3,3,6
66,98,3,1,98,1,2,2,2,2,2,2,2,1,2,1,3,3,2,2,98,3,98,98,3,3,3,2,98,3,3,1,1,1,1,1,1.0,Low,2.6666666666666696,2,4,20,1,1,1,1,5,3,1,2
13,2,2,1,2,1,1,2,1,1,1,98,1,1,2,1,4,1,2,3,1,1,2,1,3,2,3,2,2,98,1,1,1,4,5,5,4.666666666666667,High,3.4,2,4,20,1,2,2,1,17,1,4,6
40,3,4,1,2,1,97,97,2,2,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.8,3,1,23,1,1,2,2,5,3,2,6
145,2,2,1,2,1,1,97,1,1,1,1,2,1,2,2,2,2,3,2,98,98,98,98,98,98,98,98,98,98,3,2,1,5,5,5,5.0,High,0.0,99,99,40,2,1,2,1,16,1,3,2
83,3,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,98,1,2,1,1,3,2,1,5,5,5,5.0,High,3.0,2,3,33,2,2,3,2,16,2,3,1
105,4,4,1,2,2,97,97,2,2,2,2,2,1,3,4,4,3,4,2,1,2,2,1,1,2,3,1,1,1,3,2,1,5,5,4,4.666666666666667,High,3.0,2,2,64,3,2,1,2,8,3,3,2
144,2,2,1,2,1,1,2,1,1,1,1,1,1,1,98,1,1,1,98,1,1,1,1,98,98,1,1,1,1,3,1,1,5,5,4,4.666666666666667,High,4.0,3,1,33,2,2,2,1,17,2,4,1
96,3,2,1,1,2,1,1,1,2,1,1,1,2,3,3,2,3,2,4,2,2,2,98,3,3,3,2,1,98,3,3,1,5,2,4,3.6666666666666665,High,2.5,2,4,28,1,2,3,2,8,3,2,5
155,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,19,1,2,1,1,4,3,3,6
71,2,2,1,2,1,1,1,2,1,2,1,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,3,3,3,3.0,Medium,3.0,2,2,28,1,2,2,2,14,2,3,3
124,3,2,1,1,1,1,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,98,3,4,1,5,5,1,3.6666666666666665,High,1.6,1,1,25,1,1,1,1,6,3,3,6
37,2,1,1,2,1,97,97,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,15,1,1,1,1,1,1,1,2
163,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,4,2,2,3,3,3,3,3,1,1,2,3,3,1,5,5,5,5.0,High,2.4,1,2,34,2,2,2,1,6,2,4,6
76,2,1,1,2,1,1,97,1,1,1,1,2,2,2,2,3,2,2,4,2,1,2,3,2,2,2,1,1,2,3,2,1,4,2,4,3.3333333333333335,Medium,3.0,2,2,15,1,1,1,1,14,1,3,5
116,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,5,1,4,3.3333333333333335,Medium,3.0,2,2,16,1,1,1,2,6,1,2,6
42,2,4,1,1,1,2,2,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,4,4,4,4.0,High,3.2,2,1,25,1,1,1,1,5,3,1,5
154,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,2,2,1,2,1,1,2,1,1,3,3,1,1,5,5,5,5.0,High,3.6,3,2,29,1,2,3,2,16,1,3,1
17,2,2,1,98,1,97,97,2,1,1,1,2,1,1,2,1,1,3,4,2,2,2,1,2,2,2,1,1,3,3,1,1,5,4,4,4.333333333333333,High,3.2,2,2,26,1,2,1,2,16,1,4,6
157,2,2,1,2,2,1,2,2,2,1,1,1,1,4,2,2,2,2,2,1,1,2,3,2,2,2,2,1,1,3,2,1,5,5,5,5.0,High,3.0,2,3,20,1,2,2,1,12,1,1,4
164,3,4,2,2,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,3,3,4,4,3,3,3,2,2,98,1,3,1,5,3,4,4.0,High,1.6,1,4,46,2,1,1,1,8,3,3,5
31,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,5,4,5,4.666666666666667,High,3.2,2,2,39,2,1,1,2,12,2,2,1
158,3,2,1,2,1,1,1,1,2,1,1,1,1,3,3,3,2,3,4,3,2,3,3,3,3,3,2,2,1,2,3,1,5,2,2,3.0,Medium,2.2,1,4,22,1,2,3,1,6,2,2,2
20,2,1,1,2,1,1,97,2,2,2,1,1,1,2,1,4,2,1,3,2,2,3,3,1,2,2,1,1,2,3,2,1,5,5,5,5.0,High,3.0,2,2,35,2,2,2,1,14,3,4,1
75,2,2,1,1,1,97,97,2,2,1,1,2,2,1,3,4,2,3,2,3,3,2,2,3,3,2,1,2,2,1,2,1,3,3,3,3.0,Medium,2.4,1,2,25,1,1,1,1,14,2,2,1
37,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,4,1,2,3,2,2,2,1,1,1,1,3,1,1,5,5,5,5.0,High,3.0,2,1,25,1,2,2,1,1,2,1,2
1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,4,1,1,1,98,2,98,1,1,1,2,3,1,1,5,3,5,4.333333333333333,High,3.75,3,1,31,2,1,3,2,7,2,4,1
144,2,1,1,1,1,1,1,1,1,1,1,98,1,1,2,4,1,98,2,1,3,2,2,2,4,2,1,1,2,3,1,1,5,4,4,4.333333333333333,High,2.8,2,2,21,1,1,2,2,17,1,4,1
96,2,2,1,2,1,1,97,2,2,1,1,2,2,4,4,2,4,4,1,2,2,2,2,2,4,3,2,2,1,5,4,1,5,5,5,5.0,High,2.6,2,4,52,3,2,2,2,8,1,2,2
18,3,1,1,1,1,1,2,2,2,1,1,2,2,1,3,3,2,1,2,2,2,2,2,2,2,3,1,1,1,3,2,1,2,3,4,3.0,Medium,2.8,2,2,32,2,1,3,2,16,1,4,2
51,2,2,2,2,1,1,1,2,2,2,1,2,1,4,2,2,1,1,2,2,98,2,1,2,2,1,1,1,1,4,2,1,5,4,5,4.666666666666667,High,3.25,2,1,29,1,1,3,2,11,2,3,1
100,2,4,1,1,1,2,2,2,2,1,1,2,2,3,4,3,3,4,3,3,1,3,3,4,4,1,1,1,1,3,4,1,5,5,5,5.0,High,2.0,1,1,21,1,2,1,1,1,3,1,5
13,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,3,2,1,2,1,3,1,1,4,2,2,2.6666666666666665,Medium,3.2,2,2,28,1,2,3,1,17,2,4,6
23,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,3,1,1,2,3,3,4,2,1,1,1,3,1,1,5,4,5,4.666666666666667,High,3.0,2,2,27,1,1,2,2,15,2,4,1
26,98,2,1,2,1,1,97,2,1,1,1,2,2,2,2,98,4,98,2,1,98,2,98,3,98,2,1,1,98,1,4,1,5,5,5,5.0,High,2.6666666666666696,2,2,56,3,1,2,1,13,3,3,4
40,4,4,1,98,97,97,97,2,2,1,1,98,2,2,98,98,2,98,2,98,98,98,98,98,98,2,1,98,98,5,4,1,5,5,5,5.0,High,0.0,99,2,58,3,1,1,2,5,3,2,2
33,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,1,31,2,2,2,2,8,2,3,4
153,2,2,1,2,1,1,97,1,1,1,1,98,98,1,2,2,2,1,2,1,1,98,98,2,98,2,2,2,2,3,2,1,4,4,4,4.0,High,3.3333333333333304,2,3,16,1,1,1,2,10,3,2,6
67,2,2,1,2,1,1,97,2,2,1,1,98,1,3,1,2,2,2,2,1,1,3,4,1,3,1,1,1,1,3,1,1,5,5,1,3.6666666666666665,High,3.0,2,1,21,1,2,2,1,1,3,2,4
34,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,4,1,1,2,2,1,1,1,1,2,2,3,1,1,5,5,5,5.0,High,3.6,3,1,22,1,1,2,1,6,2,3,1
34,4,3,1,2,1,2,97,2,2,1,1,2,1,1,3,3,1,3,3,1,3,3,1,3,3,3,1,1,1,3,1,1,5,5,5,5.0,High,2.4,1,2,18,1,2,2,1,6,3,3,6
11,2,2,1,1,1,2,2,2,1,1,1,1,1,4,1,2,2,1,4,1,1,2,2,2,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.4,2,1,18,1,2,2,2,12,3,2,6
160,2,1,1,2,1,1,97,1,2,2,1,1,1,2,2,3,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,1,4,3,4,3.6666666666666665,High,3.4,2,1,18,1,1,1,1,15,1,4,5
150,2,2,1,2,1,1,97,2,1,1,2,1,2,3,2,2,3,2,3,3,3,2,2,2,2,2,1,1,1,3,3,1,5,3,5,4.333333333333333,High,2.8,2,2,24,1,1,2,2,1,1,3,1
119,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,1,1,1,1,2,2,1,1,1,3,3,2,1,5,5,5,5.0,High,3.8,3,1,41,2,2,3,2,15,2,4,1
89,2,1,1,2,1,2,2,2,1,1,1,2,98,2,4,4,2,4,1,4,2,4,4,4,4,3,2,2,2,5,2,1,2,2,1,1.6666666666666667,Low,1.4,1,4,23,1,1,2,1,17,3,4,1
132,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,4,1,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,2,32,2,2,3,1,15,1,4,1
13,2,1,1,2,1,1,97,1,2,1,2,2,1,1,1,2,1,4,4,1,1,1,3,3,2,1,1,1,3,3,2,1,4,4,4,4.0,High,3.2,2,1,34,2,1,2,2,17,2,4,1
195,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,18,1,2,2,1,9,1,2,6
124,2,2,1,1,1,1,97,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,5,5,5,5.0,High,3.4,2,2,16,1,2,2,2,6,1,3,6
62,98,99,99,99,2,1,1,99,99,99,99,98,98,98,98,98,98,98,98,98,98,98,98,98,4,3,98,2,98,98,4,1,5,5,5,5.0,High,0.0,99,99,26,1,1,2,1,5,1,2,6
150,3,2,1,1,2,97,97,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,2,55,3,1,1,2,1,3,3,1
116,1,4,1,2,2,2,2,2,1,1,1,1,1,4,2,4,1,1,2,2,1,2,4,1,2,3,1,1,2,1,2,1,5,5,4,4.666666666666667,High,3.0,2,2,25,1,2,1,1,6,1,2,5
186,1,3,1,98,1,97,97,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,3,2,1,2,4,2,2.6666666666666665,Medium,3.6,3,1,16,1,1,2,1,5,2,1,3
163,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,1,23,1,1,3,2,6,1,4,4
124,3,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,98,3,1,2,2,3,3,1,5,4,4,4.333333333333333,High,2.0,1,2,23,1,1,2,2,6,3,3,5
124,3,3,1,2,1,1,2,2,2,1,1,2,1,1,3,3,3,4,3,1,1,98,98,3,3,2,1,1,1,1,3,1,4,4,4,4.0,High,2.6666666666666696,2,2,17,1,1,2,1,6,3,3,6
25,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,98,1,1,1,2,2,2,1,1,1,1,3,1,1,4,4,5,4.333333333333333,High,3.6,3,1,17,1,2,2,2,15,2,4,3
21,2,1,1,2,1,1,97,1,1,1,1,2,1,2,1,2,2,2,2,1,98,2,2,2,2,1,1,1,2,3,2,1,5,3,5,4.333333333333333,High,3.25,2,1,32,2,1,2,2,14,2,4,1
138,4,98,1,1,2,97,97,2,2,2,1,1,2,3,98,1,2,2,3,98,98,98,98,98,98,98,2,2,3,3,2,1,3,3,2,2.6666666666666665,Medium,0.0,99,99,73,3,2,1,1,15,3,4,6
166,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,5,5,5,5.0,High,3.8,3,1,18,1,2,2,1,16,2,4,6
5,3,2,1,2,1,1,2,2,1,1,1,1,1,3,2,2,2,2,98,3,1,98,98,98,98,1,1,1,1,2,2,1,5,5,5,5.0,High,0.0,99,1,22,1,2,2,2,13,2,4,4
52,3,2,1,2,1,1,97,2,2,1,1,98,1,1,2,1,1,1,1,2,2,2,2,1,98,1,1,1,1,3,1,1,5,5,5,5.0,High,3.2,2,1,22,1,1,1,1,11,2,2,6
153,2,2,1,2,1,1,1,1,1,1,1,2,1,2,3,2,2,3,2,98,2,2,2,2,3,3,2,1,1,1,2,1,4,4,3,3.6666666666666665,High,2.8,2,4,25,1,1,3,2,10,3,2,1
187,4,2,1,1,1,2,2,1,1,1,1,1,1,2,2,3,4,2,4,1,2,2,3,3,3,3,1,2,1,3,1,1,4,4,4,4.0,High,2.6,2,2,16,1,2,2,1,5,3,1,4
145,2,3,1,1,1,1,1,2,2,2,1,98,1,3,98,2,1,1,1,98,3,2,98,2,3,2,1,1,3,3,1,1,5,5,5,5.0,High,2.6666666666666696,2,2,76,3,2,2,1,16,2,3,6
69,3,2,1,2,2,97,97,2,1,1,1,2,1,1,3,3,98,3,3,2,1,1,3,3,3,1,1,1,2,3,1,1,5,5,5,5.0,High,2.8,2,1,72,3,1,1,2,10,3,4,6
166,2,1,1,2,1,2,2,2,1,1,1,1,1,3,2,3,2,2,2,1,3,2,3,3,3,2,2,1,1,3,2,1,5,5,4,4.666666666666667,High,2.4,1,3,27,1,2,3,2,16,1,4,1
73,98,98,98,98,98,98,98,2,2,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,98,98,98,97,98,1,3,3,3,3.0,Medium,0.0,99,99,27,1,2,2,2,9,3,3,3
144,3,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,3,1,1,2,2,2,2,2,1,1,1,3,1,1,4,5,5,4.666666666666667,High,3.4,2,2,37,2,1,3,1,17,2,4,1
22,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,1,1,2,3,2,2,2,2,1,1,3,2,1,5,5,5,5.0,High,3.0,2,3,35,2,2,3,1,14,2,3,5
154,3,3,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,4,3,2,3,3,3,2,2,1,1,3,2,1,5,3,4,4.0,High,2.2,1,3,27,1,2,2,2,16,1,3,6
30,3,3,1,1,1,2,1,2,1,1,1,1,1,2,1,3,1,2,3,2,2,2,2,2,2,1,1,1,1,3,1,1,5,4,2,3.6666666666666665,High,3.2,2,1,22,1,2,2,2,10,2,3,1
30,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,3,2,1,5,4,4,4.333333333333333,High,2.8,2,2,23,1,2,2,1,10,2,3,6
4,3,3,1,1,2,97,97,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,4,4,4,4.0,High,3.0,2,2,25,1,2,1,1,13,2,3,6
87,4,3,1,1,2,97,97,2,2,1,1,1,1,4,1,2,1,2,4,1,1,1,1,4,4,3,1,1,2,3,1,1,5,5,5,5.0,High,3.4,2,2,67,3,1,1,2,8,2,4,5
187,2,3,1,1,1,1,2,2,2,1,1,1,1,4,2,4,4,1,4,2,2,1,3,2,2,3,2,2,1,1,3,1,4,2,2,2.6666666666666665,Medium,3.0,2,4,16,1,2,2,2,5,3,1,6
157,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,5,1,1,5,5,5,5.0,High,3.4,2,1,16,1,2,2,1,12,3,1,6
28,2,2,1,2,1,1,1,1,1,1,1,98,1,2,2,3,2,3,3,2,3,3,3,3,3,2,1,1,2,3,2,1,4,4,4,4.0,High,2.2,1,2,50,3,1,2,2,11,2,4,1
43,1,1,1,2,1,1,2,2,2,1,1,1,1,3,1,4,1,2,1,3,1,1,3,1,1,2,1,1,2,1,1,1,5,5,5,5.0,High,3.6,3,2,17,1,1,2,2,1,1,1,6
183,3,2,1,2,1,1,97,1,2,1,1,2,1,4,3,3,1,3,3,2,1,4,3,3,3,1,1,1,1,3,2,1,4,4,4,4.0,High,2.2,1,1,17,1,2,2,1,4,1,2,6
22,3,1,1,2,1,1,2,1,1,1,1,2,2,3,3,3,2,3,4,3,98,2,3,2,3,1,2,1,1,3,2,1,5,4,5,4.666666666666667,High,2.5,2,3,24,1,2,3,1,14,1,3,2
158,2,1,1,2,1,1,2,1,2,1,1,1,1,4,1,2,1,2,4,1,1,2,2,4,4,1,1,1,2,3,1,1,5,5,5,5.0,High,3.0,2,1,17,1,1,2,2,6,3,2,6
30,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,98,1,1,1,1,1,2,1,5,5,5,5.0,High,4.0,3,1,24,1,2,3,2,10,1,3,1
111,4,1,1,2,1,1,97,2,2,1,1,2,2,1,2,4,2,2,2,2,2,2,3,3,3,3,2,2,2,1,3,1,4,3,3,3.3333333333333335,Medium,2.6,2,4,24,1,1,2,1,16,2,4,1
121,3,1,1,2,1,1,2,2,2,1,2,1,1,1,1,98,1,1,98,1,1,1,1,1,2,1,1,1,98,3,1,1,5,4,4,4.333333333333333,High,4.0,3,1,19,1,2,2,1,15,2,4,5
28,2,2,1,2,1,1,2,1,1,1,1,1,1,2,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,3,2,1,4,4,4,4.0,High,2.8,2,1,20,1,1,2,2,11,2,4,6
104,3,1,2,2,1,1,1,2,2,2,1,1,1,4,1,4,3,1,4,4,1,1,1,1,3,1,1,1,2,3,3,1,5,1,3,3.0,Medium,4.0,3,1,26,1,1,3,2,8,2,4,1
35,1,2,1,1,1,1,1,2,1,1,2,1,1,4,1,1,3,2,2,1,2,2,2,2,2,2,1,1,1,3,3,1,5,5,1,3.6666666666666665,High,3.2,2,2,28,1,1,2,2,5,1,2,3
165,2,2,1,1,1,1,1,1,1,1,1,2,2,3,98,4,2,4,4,2,98,3,3,4,4,3,2,1,1,3,2,1,4,5,5,4.666666666666667,High,1.6666666666666698,1,4,22,1,2,2,1,8,1,3,6
128,4,4,2,2,2,2,2,2,2,2,1,2,1,2,98,2,2,2,2,98,98,98,98,98,98,98,98,98,98,5,2,1,5,5,5,5.0,High,0.0,99,99,50,3,1,1,1,6,3,1,5
13,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,3,4,1,3,3,3,3,3,3,3,3,98,98,2,1,4,1,2,1,1,1.3333333333333333,Low,2.2,1,99,28,1,1,3,2,17,3,4,4
154,2,1,1,2,1,1,1,2,1,1,1,2,1,3,3,2,2,2,2,1,2,3,3,3,3,3,2,1,3,97,2,1,5,4,5,4.666666666666667,High,2.2,1,4,48,2,1,3,2,16,2,3,1
108,2,2,1,2,2,1,97,2,1,1,1,2,1,4,3,3,3,2,3,2,3,2,3,3,3,3,2,1,1,3,3,1,5,2,5,4.0,High,2.2,1,4,18,1,2,2,1,2,2,2,6
79,2,3,1,2,1,1,1,1,2,1,1,98,1,1,1,1,2,3,3,2,1,2,1,3,1,3,1,1,1,3,1,1,5,4,5,4.666666666666667,High,3.4,2,2,26,1,1,2,1,2,1,2,6
44,4,4,1,2,1,97,97,2,2,1,1,2,1,4,2,1,1,2,4,2,1,1,3,1,2,1,1,1,2,3,2,1,4,5,5,4.666666666666667,High,3.4,2,1,16,1,2,1,1,1,2,1,3
97,2,2,1,2,1,1,1,2,2,1,1,1,1,3,3,3,3,2,2,3,2,3,3,3,2,2,1,1,3,3,3,1,5,4,4,4.333333333333333,High,2.2,1,2,32,2,1,3,2,16,2,3,1
166,2,2,1,1,1,1,1,1,1,1,1,1,98,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,4,3,3,3.3333333333333335,Medium,3.2,2,1,22,1,2,2,1,16,1,4,6
44,3,4,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.0,2,2,22,1,1,2,1,1,3,1,5
108,2,2,1,2,1,2,2,2,2,1,1,1,1,3,3,3,3,2,2,1,1,1,2,2,2,3,1,1,1,3,4,1,5,5,5,5.0,High,3.2,2,2,20,1,1,2,2,2,3,2,6
198,2,2,1,1,1,1,97,1,2,2,1,98,2,2,4,3,2,2,2,2,1,98,3,3,2,2,1,1,1,3,2,1,5,4,5,4.666666666666667,High,2.25,1,2,16,1,2,1,1,0,1,2,6
12,4,1,1,98,1,2,2,2,2,1,1,1,1,2,2,2,1,2,3,1,1,1,2,2,1,98,1,1,2,3,1,1,4,2,5,3.6666666666666665,High,3.4,2,99,72,3,1,1,2,15,2,4,6
66,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,3,3,2,2,2,2,2,2,2,1,1,1,3,2,1,5,5,5,5.0,High,3.2,2,2,26,1,2,2,1,5,2,1,4
68,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,4,3,3,4,2,2,3,3,3,3,1,1,1,3,3,2,1,4,4,4,4.0,High,2.4,1,1,32,2,1,3,2,10,1,4,6
111,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,1,2,4,4,2,4,1,1,1,1,3,2,1,5,5,3,4.333333333333333,High,2.2,1,1,24,1,2,3,2,16,1,4,1
184,2,2,1,2,1,1,2,2,1,1,1,98,1,1,1,3,1,2,4,1,1,1,2,1,3,1,1,1,1,1,2,1,5,3,3,3.6666666666666665,High,3.8,3,1,33,2,1,1,1,17,2,4,3
12,3,3,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,2,3,1,1,4,4,5,4.333333333333333,High,3.0,2,2,38,2,2,2,1,15,2,4,1
103,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,4,1,2,3,3,3,2,3,1,1,2,3,2,1,5,3,4,4.0,High,2.2,1,2,29,1,1,2,2,2,2,1,2
32,2,1,1,2,1,1,97,1,1,1,1,2,2,2,2,3,2,2,3,1,1,2,2,1,2,1,1,1,1,1,2,1,5,5,5,5.0,High,3.4,2,1,24,1,2,2,2,8,3,3,1
23,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,2,3,2,1,4,4,4,4.0,High,2.8,2,1,27,1,1,3,2,15,2,4,1
144,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,98,1,1,1,1,1,1,98,2,1,2,1,1,2,3,1,1,5,5,5,5.0,High,3.5,2,2,24,1,1,2,2,17,1,4,6
76,2,1,1,1,1,1,1,1,2,1,2,2,2,3,1,2,2,3,4,1,1,2,3,2,3,1,1,1,2,3,2,1,3,2,3,2.6666666666666665,Medium,3.2,2,1,38,2,1,2,2,14,2,3,1
158,3,3,1,2,1,1,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,1,5,4,5,4.666666666666667,High,2.2,1,4,17,1,2,2,1,6,2,2,6
138,3,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,98,1,1,3,2,1,1,1,1,1.0,Low,3.0,2,99,63,3,2,3,1,15,3,4,6
76,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,51,3,1,2,2,14,3,3,4
28,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,3,1,1,5,4,3,4.0,High,3.8,3,1,37,2,1,3,2,11,1,4,1
67,3,3,1,1,1,1,1,98,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,3,1,1,1,1,1,3,1,5,5,5,5.0,High,2.0,1,1,17,1,1,2,1,1,1,2,5
30,4,4,1,2,2,1,97,2,2,1,2,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,5,5,5,5.0,High,3.8,3,1,20,1,1,1,1,10,2,3,5
34,3,2,1,2,1,1,2,2,2,1,1,2,2,1,4,3,2,3,4,2,2,4,2,4,2,3,2,1,2,3,2,1,5,4,4,4.333333333333333,High,1.8,1,4,31,2,2,2,1,6,3,3,1
34,3,2,1,2,1,1,2,2,2,1,1,2,1,3,2,2,2,98,4,2,3,98,2,3,2,1,98,1,98,3,2,1,4,5,5,4.666666666666667,High,2.5,2,99,18,1,2,2,2,6,3,3,3
185,2,1,1,1,1,1,2,1,1,1,1,98,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5.0,High,4.0,3,1,16,1,1,2,1,9,1,1,5
144,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,3,2,1,1,2,2,3,1,1,1,1,1,1,1,5,5,5,5.0,High,3.4,2,1,28,1,1,2,1,17,2,4,1
173,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,4,1,1,1,2,2,98,1,1,1,1,3,1,1,5,3,5,4.333333333333333,High,3.6,3,1,28,1,1,2,2,16,2,3,1
