,region,vaccine,year,coverage
0,Global,BCG,1980,15
1,Global,DTP1,1980,30
2,Global,DTP3,1980,20
3,Global,MCV1,1980,16
4,Global,POL3,1980,21
5,Global,RCV1,1980,3
6,Global,BCG,1981,21
7,Global,DTP1,1981,35
8,Global,DTP3,1981,23
9,Global,MCV1,1981,19
10,Global,POL3,1981,23
11,Global,RCV1,1981,3
12,Global,BCG,1982,23
13,Global,DTP1,1982,38
14,Global,DTP3,1982,25
15,Global,MCV1,1982,20
16,Global,POL3,1982,41
17,Global,RCV1,1982,4
18,Global,BCG,1983,36
19,Global,DTP1,1983,56
20,Global,DTP3,1983,38
21,Global,MCV1,1983,37
22,Global,POL3,1983,43
23,Global,RCV1,1983,4
24,Global,BCG,1984,44
25,Global,DTP1,1984,62
26,Global,DTP3,1984,45
27,Global,MCV1,1984,41
28,Global,POL3,1984,47
29,Global,RCV1,1984,5
30,Global,BCG,1985,48
31,Global,DTP1,1985,67
32,Global,DTP3,1985,49
33,Global,HEPB3,1985,0
34,Global,MCV1,1985,47
35,Global,POL3,1985,52
36,Global,RCV1,1985,5
37,Global,BCG,1986,52
38,Global,DTP1,1986,70
39,Global,DTP3,1986,52
40,Global,HEPB3,1986,0
41,Global,MCV1,1986,47
42,Global,POL3,1986,51
43,Global,RCV1,1986,5
44,Global,BCG,1987,61
45,Global,DTP1,1987,74
46,Global,DTP3,1987,56
47,Global,HEPB3,1987,0
48,Global,MCV1,1987,54
49,Global,POL3,1987,57
50,Global,RCV1,1987,5
51,Global,BCG,1988,67
52,Global,DTP1,1988,79
53,Global,DTP3,1988,64
54,Global,HEPB3,1988,0
55,Global,MCV1,1988,63
56,Global,POL3,1988,65
57,Global,RCV1,1988,6
58,Global,BCG,1989,70
59,Global,DTP1,1989,83
60,Global,DTP3,1989,68
61,Global,HEPB3,1989,0
62,Global,MCV1,1989,68
63,Global,POL3,1989,70
64,Global,RCV1,1989,7
65,Global,BCG,1990,81
66,Global,DTP1,1990,88
67,Global,DTP3,1990,75
68,Global,HEPB3,1990,1
69,Global,HIB3,1990,0
70,Global,MCV1,1990,73
71,Global,POL3,1990,75
72,Global,RCV1,1990,8
73,Global,BCG,1991,78
74,Global,DTP1,1991,86
75,Global,DTP3,1991,71
76,Global,HEPB3,1991,1
77,Global,HIB3,1991,0
78,Global,MCV1,1991,69
79,Global,POL3,1991,72
80,Global,RCV1,1991,9
81,Global,BCG,1992,78
82,Global,DTP1,1992,85
83,Global,DTP3,1992,70
84,Global,HEPB3,1992,3
85,Global,HIB3,1992,1
86,Global,MCV1,1992,69
87,Global,POL3,1992,70
88,Global,RCV1,1992,9
89,Global,BCG,1993,79
90,Global,DTP1,1993,85
91,Global,DTP3,1993,70
92,Global,HEPB3,1993,4
93,Global,HIB3,1993,1
94,Global,MCV1,1993,70
95,Global,POL3,1993,70
96,Global,RCV1,1993,10
97,Global,BCG,1994,80
98,Global,DTP1,1994,86
99,Global,DTP3,1994,73
100,Global,HEPB3,1994,8
101,Global,HIB3,1994,1
102,Global,MCV1,1994,71
103,Global,POL3,1994,73
104,Global,RCV1,1994,10
105,Global,BCG,1995,80
106,Global,DTP1,1995,87
107,Global,DTP3,1995,73
108,Global,HEPB3,1995,11
109,Global,HIB3,1995,4
110,Global,MCV1,1995,73
111,Global,POL3,1995,74
112,Global,RCV1,1995,12
113,Global,BCG,1996,80
114,Global,DTP1,1996,86
115,Global,DTP3,1996,72
116,Global,HEPB3,1996,13
117,Global,HIB3,1996,5
118,Global,MCV1,1996,73
119,Global,POL3,1996,74
120,Global,RCV1,1996,12
121,Global,BCG,1997,78
122,Global,DTP1,1997,86
123,Global,DTP3,1997,71
124,Global,HEPB3,1997,15
125,Global,HIB3,1997,5
126,Global,MCV1,1997,71
127,Global,POL3,1997,74
128,Global,RCV1,1997,12
129,Global,YFV,1997,3
130,Global,BCG,1998,79
131,Global,DTP1,1998,84
132,Global,DTP3,1998,72
133,Global,HEPB3,1998,15
134,Global,HIB3,1998,7
135,Global,MCV1,1998,71
136,Global,POL3,1998,73
137,Global,RCV1,1998,15
138,Global,YFV,1998,9
139,Global,BCG,1999,80
140,Global,DTP1,1999,83
141,Global,DTP3,1999,72
142,Global,HEPB3,1999,18
143,Global,HIB3,1999,8
144,Global,MCV1,1999,71
145,Global,POL3,1999,73
146,Global,RCV1,1999,17
147,Global,YFV,1999,10
148,Global,BCG,2000,80
149,Global,DTP1,2000,83
150,Global,DTP3,2000,72
151,Global,HEPB3,2000,30
152,Global,HEPBB,2000,5
153,Global,HIB3,2000,13
154,Global,MCV1,2000,72
155,Global,MCV2,2000,18
156,Global,POL3,2000,73
157,Global,RCV1,2000,21
158,Global,YFV,2000,11
159,Global,BCG,2001,80
160,Global,DTP1,2001,83
161,Global,DTP3,2001,73
162,Global,HEPB3,2001,32
163,Global,HEPBB,2001,6
164,Global,HIB3,2001,14
165,Global,MCV1,2001,73
166,Global,MCV2,2001,20
167,Global,POL3,2001,73
168,Global,RCV1,2001,22
169,Global,YFV,2001,13
170,Global,BCG,2002,80
171,Global,DTP1,2002,83
172,Global,DTP3,2002,73
173,Global,HEPB3,2002,38
174,Global,HEPBB,2002,7
175,Global,HIB3,2002,17
176,Global,MCV1,2002,72
177,Global,MCV2,2002,20
178,Global,POL3,2002,74
179,Global,RCV1,2002,22
180,Global,YFV,2002,12
181,Global,BCG,2003,81
182,Global,DTP1,2003,84
183,Global,DTP3,2003,75
184,Global,HEPB3,2003,44
185,Global,HEPBB,2003,9
186,Global,HIB3,2003,18
187,Global,MCV1,2003,74
188,Global,MCV2,2003,21
189,Global,POL3,2003,75
190,Global,RCV1,2003,22
191,Global,YFV,2003,17
192,Global,BCG,2004,83
193,Global,DTP1,2004,85
194,Global,DTP3,2004,77
195,Global,HEPB3,2004,49
196,Global,HEPBB,2004,21
197,Global,HIB3,2004,19
198,Global,MCV1,2004,76
199,Global,MCV2,2004,22
200,Global,POL3,2004,76
201,Global,RCV1,2004,24
202,Global,YFV,2004,25
203,Global,BCG,2005,85
204,Global,DTP1,2005,87
205,Global,DTP3,2005,77
206,Global,HEPB3,2005,54
207,Global,HEPBB,2005,23
208,Global,HIB3,2005,20
209,Global,MCV1,2005,77
210,Global,MCV2,2005,33
211,Global,POL3,2005,78
212,Global,RCV1,2005,24
213,Global,YFV,2005,32
214,Global,BCG,2006,86
215,Global,DTP1,2006,87
216,Global,DTP3,2006,79
217,Global,HEPB3,2006,58
218,Global,HEPBB,2006,23
219,Global,HIB3,2006,21
220,Global,MCV1,2006,79
221,Global,MCV2,2006,35
222,Global,POL3,2006,79
223,Global,RCV1,2006,26
224,Global,ROTAC,2006,1
225,Global,YFV,2006,36
226,Global,BCG,2007,87
227,Global,DTP1,2007,88
228,Global,DTP3,2007,79
229,Global,HEPB3,2007,63
230,Global,HEPBB,2007,23
231,Global,HIB3,2007,25
232,Global,MCV1,2007,80
233,Global,MCV2,2007,36
234,Global,POL3,2007,80
235,Global,RCV1,2007,26
236,Global,ROTAC,2007,2
237,Global,YFV,2007,39
238,Global,BCG,2008,88
239,Global,DTP1,2008,88
240,Global,DTP3,2008,81
241,Global,HEPB3,2008,69
242,Global,HEPBB,2008,26
243,Global,HIB3,2008,28
244,Global,MCV1,2008,81
245,Global,MCV2,2008,38
246,Global,PCV3,2008,4
247,Global,POL3,2008,82
248,Global,RCV1,2008,25
249,Global,ROTAC,2008,4
250,Global,YFV,2008,38
251,Global,BCG,2009,89
252,Global,DTP1,2009,89
253,Global,DTP3,2009,83
254,Global,HEPB3,2009,73
255,Global,HEPBB,2009,27
256,Global,HIB3,2009,38
257,Global,MCV1,2009,83
258,Global,MCV2,2009,41
259,Global,PCV3,2009,7
260,Global,POL3,2009,84
261,Global,RCV1,2009,26
262,Global,ROTAC,2009,7
263,Global,YFV,2009,41
264,Global,BCG,2010,89
265,Global,DTP1,2010,89
266,Global,DTP3,2010,84
267,Global,HEPB3,2010,73
268,Global,HEPBB,2010,26
269,Global,HIB3,2010,40
270,Global,MCV1,2010,84
271,Global,MCV2,2010,42
272,Global,PCV3,2010,11
273,Global,POL3,2010,84
274,Global,RCV1,2010,35
275,Global,ROTAC,2010,8
276,Global,YFV,2010,39
277,Global,BCG,2011,90
278,Global,DTP1,2011,90
279,Global,DTP3,2011,85
280,Global,HEPB3,2011,75
281,Global,HEPBB,2011,27
282,Global,HIB3,2011,43
283,Global,MCV1,2011,85
284,Global,MCV2,2011,48
285,Global,PCV3,2011,16
286,Global,POL3,2011,84
287,Global,RCV1,2011,38
288,Global,ROTAC,2011,9
289,Global,YFV,2011,36
290,Global,BCG,2012,89
291,Global,DTP1,2012,90
292,Global,DTP3,2012,85
293,Global,HEPB3,2012,80
294,Global,HEPBB,2012,31
295,Global,HIB3,2012,45
296,Global,MCV1,2012,84
297,Global,MCV2,2012,51
298,Global,PCV3,2012,20
299,Global,POL3,2012,84
300,Global,RCV1,2012,40
301,Global,ROTAC,2012,11
302,Global,YFV,2012,36
303,Global,BCG,2013,89
304,Global,DTP1,2013,89
305,Global,DTP3,2013,84
306,Global,HEPB3,2013,80
307,Global,HEPBB,2013,34
308,Global,HIB3,2013,51
309,Global,MCV1,2013,84
310,Global,MCV2,2013,56
311,Global,PCV3,2013,26
312,Global,POL3,2013,84
313,Global,RCV1,2013,43
314,Global,ROTAC,2013,14
315,Global,YFV,2013,40
316,Global,BCG,2014,88
317,Global,DTP1,2014,89
318,Global,DTP3,2014,84
319,Global,HEPB3,2014,81
320,Global,HEPBB,2014,34
321,Global,HIB3,2014,55
322,Global,MCV1,2014,84
323,Global,MCV2,2014,59
324,Global,PCV3,2014,32
325,Global,POL3,2014,84
326,Global,RCV1,2014,45
327,Global,ROTAC,2014,19
328,Global,YFV,2014,41
329,Global,BCG,2015,87
330,Global,DTP1,2015,89
331,Global,DTP3,2015,85
332,Global,HEPB3,2015,83
333,Global,HEPBB,2015,35
334,Global,HIB3,2015,63
335,Global,IPV1,2015,22
336,Global,MCV1,2015,85
337,Global,MCV2,2015,63
338,Global,PCV3,2015,37
339,Global,POL3,2015,85
340,Global,RCV1,2015,47
341,Global,ROTAC,2015,22
342,Global,YFV,2015,41
343,Global,BCG,2016,89
344,Global,DTP1,2016,90
345,Global,DTP3,2016,86
346,Global,HEPB3,2016,84
347,Global,HEPBB,2016,35
348,Global,HIB3,2016,70
349,Global,IPV1,2016,46
350,Global,MCV1,2016,85
351,Global,MCV2,2016,67
352,Global,PCV3,2016,42
353,Global,POL3,2016,85
354,Global,RCV1,2016,48
355,Global,ROTAC,2016,24
356,Global,YFV,2016,42
357,Global,BCG,2017,89
358,Global,DTP1,2017,90
359,Global,DTP3,2017,86
360,Global,HEPB3,2017,84
361,Global,HEPBB,2017,40
362,Global,HIB3,2017,71
363,Global,IPV1,2017,57
364,Global,MCV1,2017,85
365,Global,MCV2,2017,68
366,Global,PCV3,2017,44
367,Global,POL3,2017,85
368,Global,RCV1,2017,52
369,Global,ROTAC,2017,27
370,Global,YFV,2017,44
371,Global,BCG,2018,89
372,Global,DTP1,2018,90
373,Global,DTP3,2018,85
374,Global,HEPB3,2018,83
375,Global,HEPBB,2018,41
376,Global,HIB3,2018,71
377,Global,IPV1,2018,72
378,Global,MCV1,2018,85
379,Global,MCV2,2018,69
380,Global,PCV3,2018,46
381,Global,POL3,2018,85
382,Global,RCV1,2018,69
383,Global,ROTAC,2018,34
384,Global,YFV,2018,45
385,Global,BCG,2019,88
386,Global,DTP1,2019,90
387,Global,DTP3,2019,85
388,Global,HEPB3,2019,85
389,Global,HEPBB,2019,43
390,Global,HIB3,2019,72
391,Global,IPV1,2019,82
392,Global,MCV1,2019,85
393,Global,MCV2,2019,71
394,Global,PCV3,2019,48
395,Global,POL3,2019,86
396,Global,RCV1,2019,71
397,Global,ROTAC,2019,39
398,Global,YFV,2019,46
399,East Asia & Pacific,BCG,1980,16
400,East Asia & Pacific,DTP1,1980,14
401,East Asia & Pacific,DTP3,1980,9
402,East Asia & Pacific,MCV1,1980,4
403,East Asia & Pacific,POL3,1980,5
404,East Asia & Pacific,RCV1,1980,0
405,East Asia & Pacific,BCG,1981,20
406,East Asia & Pacific,DTP1,1981,19
407,East Asia & Pacific,DTP3,1981,12
408,East Asia & Pacific,MCV1,1981,4
409,East Asia & Pacific,POL3,1981,7
410,East Asia & Pacific,RCV1,1981,0
411,East Asia & Pacific,BCG,1982,21
412,East Asia & Pacific,DTP1,1982,18
413,East Asia & Pacific,DTP3,1982,12
414,East Asia & Pacific,MCV1,1982,4
415,East Asia & Pacific,POL3,1982,59
416,East Asia & Pacific,RCV1,1982,0
417,East Asia & Pacific,BCG,1983,42
418,East Asia & Pacific,DTP1,1983,68
419,East Asia & Pacific,DTP3,1983,47
420,East Asia & Pacific,MCV1,1983,54
421,East Asia & Pacific,POL3,1983,62
422,East Asia & Pacific,RCV1,1983,1
423,East Asia & Pacific,BCG,1984,59
424,East Asia & Pacific,DTP1,1984,77
425,East Asia & Pacific,DTP3,1984,59
426,East Asia & Pacific,MCV1,1984,61
427,East Asia & Pacific,POL3,1984,65
428,East Asia & Pacific,RCV1,1984,2
429,East Asia & Pacific,BCG,1985,64
430,East Asia & Pacific,DTP1,1985,83
431,East Asia & Pacific,DTP3,1985,66
432,East Asia & Pacific,HEPB3,1985,0
433,East Asia & Pacific,MCV1,1985,68
434,East Asia & Pacific,POL3,1985,71
435,East Asia & Pacific,RCV1,1985,2
436,East Asia & Pacific,BCG,1986,68
437,East Asia & Pacific,DTP1,1986,86
438,East Asia & Pacific,DTP3,1986,69
439,East Asia & Pacific,HEPB3,1986,0
440,East Asia & Pacific,MCV1,1986,57
441,East Asia & Pacific,POL3,1986,63
442,East Asia & Pacific,RCV1,1986,2
443,East Asia & Pacific,BCG,1987,80
444,East Asia & Pacific,DTP1,1987,86
445,East Asia & Pacific,DTP3,1987,69
446,East Asia & Pacific,HEPB3,1987,0
447,East Asia & Pacific,MCV1,1987,68
448,East Asia & Pacific,POL3,1987,71
449,East Asia & Pacific,RCV1,1987,2
450,East Asia & Pacific,BCG,1988,91
451,East Asia & Pacific,DTP1,1988,92
452,East Asia & Pacific,DTP3,1988,84
453,East Asia & Pacific,HEPB3,1988,0
454,East Asia & Pacific,MCV1,1988,82
455,East Asia & Pacific,POL3,1988,84
456,East Asia & Pacific,RCV1,1988,2
457,East Asia & Pacific,BCG,1989,92
458,East Asia & Pacific,DTP1,1989,94
459,East Asia & Pacific,DTP3,1989,87
460,East Asia & Pacific,HEPB3,1989,1
461,East Asia & Pacific,MCV1,1989,85
462,East Asia & Pacific,POL3,1989,87
463,East Asia & Pacific,RCV1,1989,5
464,East Asia & Pacific,BCG,1990,94
465,East Asia & Pacific,DTP1,1990,95
466,East Asia & Pacific,DTP3,1990,90
467,East Asia & Pacific,HEPB3,1990,1
468,East Asia & Pacific,HIB3,1990,0
469,East Asia & Pacific,MCV1,1990,89
470,East Asia & Pacific,POL3,1990,90
471,East Asia & Pacific,RCV1,1990,5
472,East Asia & Pacific,BCG,1991,92
473,East Asia & Pacific,DTP1,1991,94
474,East Asia & Pacific,DTP3,1991,87
475,East Asia & Pacific,HEPB3,1991,1
476,East Asia & Pacific,HIB3,1991,0
477,East Asia & Pacific,MCV1,1991,85
478,East Asia & Pacific,POL3,1991,88
479,East Asia & Pacific,RCV1,1991,5
480,East Asia & Pacific,BCG,1992,90
481,East Asia & Pacific,DTP1,1992,94
482,East Asia & Pacific,DTP3,1992,85
483,East Asia & Pacific,HEPB3,1992,6
484,East Asia & Pacific,HIB3,1992,0
485,East Asia & Pacific,MCV1,1992,82
486,East Asia & Pacific,POL3,1992,86
487,East Asia & Pacific,RCV1,1992,5
488,East Asia & Pacific,BCG,1993,89
489,East Asia & Pacific,DTP1,1993,93
490,East Asia & Pacific,DTP3,1993,83
491,East Asia & Pacific,HEPB3,1993,9
492,East Asia & Pacific,HIB3,1993,0
493,East Asia & Pacific,MCV1,1993,79
494,East Asia & Pacific,POL3,1993,85
495,East Asia & Pacific,RCV1,1993,8
496,East Asia & Pacific,BCG,1994,87
497,East Asia & Pacific,DTP1,1994,93
498,East Asia & Pacific,DTP3,1994,82
499,East Asia & Pacific,HEPB3,1994,10
500,East Asia & Pacific,HIB3,1994,0
501,East Asia & Pacific,MCV1,1994,76
502,East Asia & Pacific,POL3,1994,84
503,East Asia & Pacific,RCV1,1994,8
504,East Asia & Pacific,BCG,1995,81
505,East Asia & Pacific,DTP1,1995,91
506,East Asia & Pacific,DTP3,1995,79
507,East Asia & Pacific,HEPB3,1995,16
508,East Asia & Pacific,HIB3,1995,0
509,East Asia & Pacific,MCV1,1995,79
510,East Asia & Pacific,POL3,1995,81
511,East Asia & Pacific,RCV1,1995,9
512,East Asia & Pacific,BCG,1996,86
513,East Asia & Pacific,DTP1,1996,92
514,East Asia & Pacific,DTP3,1996,82
515,East Asia & Pacific,HEPB3,1996,18
516,East Asia & Pacific,HIB3,1996,0
517,East Asia & Pacific,MCV1,1996,83
518,East Asia & Pacific,POL3,1996,84
519,East Asia & Pacific,RCV1,1996,9
520,East Asia & Pacific,BCG,1997,85
521,East Asia & Pacific,DTP1,1997,92
522,East Asia & Pacific,DTP3,1997,82
523,East Asia & Pacific,HEPB3,1997,18
524,East Asia & Pacific,HIB3,1997,1
525,East Asia & Pacific,MCV1,1997,83
526,East Asia & Pacific,POL3,1997,85
527,East Asia & Pacific,RCV1,1997,9
528,East Asia & Pacific,BCG,1998,85
529,East Asia & Pacific,DTP1,1998,92
530,East Asia & Pacific,DTP3,1998,82
531,East Asia & Pacific,HEPB3,1998,20
532,East Asia & Pacific,HIB3,1998,1
533,East Asia & Pacific,MCV1,1998,83
534,East Asia & Pacific,POL3,1998,86
535,East Asia & Pacific,RCV1,1998,11
536,East Asia & Pacific,BCG,1999,85
537,East Asia & Pacific,DTP1,1999,92
538,East Asia & Pacific,DTP3,1999,83
539,East Asia & Pacific,HEPB3,1999,20
540,East Asia & Pacific,HIB3,1999,1
541,East Asia & Pacific,MCV1,1999,84
542,East Asia & Pacific,POL3,1999,86
543,East Asia & Pacific,RCV1,1999,11
544,East Asia & Pacific,BCG,2000,85
545,East Asia & Pacific,DTP1,2000,92
546,East Asia & Pacific,DTP3,2000,83
547,East Asia & Pacific,HEPB3,2000,50
548,East Asia & Pacific,HEPBB,2000,2
549,East Asia & Pacific,HIB3,2000,1
550,East Asia & Pacific,MCV1,2000,84
551,East Asia & Pacific,MCV2,2000,4
552,East Asia & Pacific,POL3,2000,84
553,East Asia & Pacific,RCV1,2000,11
554,East Asia & Pacific,BCG,2001,85
555,East Asia & Pacific,DTP1,2001,92
556,East Asia & Pacific,DTP3,2001,84
557,East Asia & Pacific,HEPB3,2001,56
558,East Asia & Pacific,HEPBB,2001,2
559,East Asia & Pacific,HIB3,2001,1
560,East Asia & Pacific,MCV1,2001,84
561,East Asia & Pacific,MCV2,2001,4
562,East Asia & Pacific,POL3,2001,84
563,East Asia & Pacific,RCV1,2001,11
564,East Asia & Pacific,BCG,2002,85
565,East Asia & Pacific,DTP1,2002,91
566,East Asia & Pacific,DTP3,2002,82
567,East Asia & Pacific,HEPB3,2002,58
568,East Asia & Pacific,HEPBB,2002,2
569,East Asia & Pacific,HIB3,2002,1
570,East Asia & Pacific,MCV1,2002,84
571,East Asia & Pacific,MCV2,2002,5
572,East Asia & Pacific,POL3,2002,85
573,East Asia & Pacific,RCV1,2002,11
574,East Asia & Pacific,BCG,2003,86
575,East Asia & Pacific,DTP1,2003,92
576,East Asia & Pacific,DTP3,2003,84
577,East Asia & Pacific,HEPB3,2003,66
578,East Asia & Pacific,HEPBB,2003,2
579,East Asia & Pacific,HIB3,2003,1
580,East Asia & Pacific,MCV1,2003,84
581,East Asia & Pacific,MCV2,2003,8
582,East Asia & Pacific,POL3,2003,87
583,East Asia & Pacific,RCV1,2003,11
584,East Asia & Pacific,BCG,2004,87
585,East Asia & Pacific,DTP1,2004,93
586,East Asia & Pacific,DTP3,2004,85
587,East Asia & Pacific,HEPB3,2004,71
588,East Asia & Pacific,HEPBB,2004,44
589,East Asia & Pacific,HIB3,2004,2
590,East Asia & Pacific,MCV1,2004,86
591,East Asia & Pacific,MCV2,2004,10
592,East Asia & Pacific,POL3,2004,87
593,East Asia & Pacific,RCV1,2004,10
594,East Asia & Pacific,BCG,2005,87
595,East Asia & Pacific,DTP1,2005,92
596,East Asia & Pacific,DTP3,2005,85
597,East Asia & Pacific,HEPB3,2005,75
598,East Asia & Pacific,HEPBB,2005,50
599,East Asia & Pacific,HIB3,2005,2
600,East Asia & Pacific,MCV1,2005,86
601,East Asia & Pacific,MCV2,2005,57
602,East Asia & Pacific,POL3,2005,87
603,East Asia & Pacific,RCV1,2005,10
604,East Asia & Pacific,BCG,2006,91
605,East Asia & Pacific,DTP1,2006,95
606,East Asia & Pacific,DTP3,2006,89
607,East Asia & Pacific,HEPB3,2006,82
608,East Asia & Pacific,HEPBB,2006,51
609,East Asia & Pacific,HIB3,2006,3
610,East Asia & Pacific,MCV1,2006,90
611,East Asia & Pacific,MCV2,2006,66
612,East Asia & Pacific,POL3,2006,90
613,East Asia & Pacific,RCV1,2006,10
614,East Asia & Pacific,ROTAC,2006,0
615,East Asia & Pacific,BCG,2007,92
616,East Asia & Pacific,DTP1,2007,95
617,East Asia & Pacific,DTP3,2007,89
618,East Asia & Pacific,HEPB3,2007,84
619,East Asia & Pacific,HEPBB,2007,52
620,East Asia & Pacific,HIB3,2007,3
621,East Asia & Pacific,MCV1,2007,90
622,East Asia & Pacific,MCV2,2007,69
623,East Asia & Pacific,POL3,2007,90
624,East Asia & Pacific,RCV1,2007,10
625,East Asia & Pacific,ROTAC,2007,0
626,East Asia & Pacific,BCG,2008,93
627,East Asia & Pacific,DTP1,2008,96
628,East Asia & Pacific,DTP3,2008,92
629,East Asia & Pacific,HEPB3,2008,88
630,East Asia & Pacific,HEPBB,2008,56
631,East Asia & Pacific,HIB3,2008,3
632,East Asia & Pacific,MCV1,2008,92
633,East Asia & Pacific,MCV2,2008,79
634,East Asia & Pacific,PCV3,2008,1
635,East Asia & Pacific,POL3,2008,94
636,East Asia & Pacific,RCV1,2008,10
637,East Asia & Pacific,ROTAC,2008,1
638,East Asia & Pacific,BCG,2009,94
639,East Asia & Pacific,DTP1,2009,96
640,East Asia & Pacific,DTP3,2009,94
641,East Asia & Pacific,HEPB3,2009,91
642,East Asia & Pacific,HEPBB,2009,59
643,East Asia & Pacific,HIB3,2009,3
644,East Asia & Pacific,MCV1,2009,93
645,East Asia & Pacific,MCV2,2009,83
646,East Asia & Pacific,PCV3,2009,1
647,East Asia & Pacific,POL3,2009,95
648,East Asia & Pacific,RCV1,2009,10
649,East Asia & Pacific,ROTAC,2009,1
650,East Asia & Pacific,BCG,2010,95
651,East Asia & Pacific,DTP1,2010,95
652,East Asia & Pacific,DTP3,2010,93
653,East Asia & Pacific,HEPB3,2010,90
654,East Asia & Pacific,HEPBB,2010,58
655,East Asia & Pacific,HIB3,2010,8
656,East Asia & Pacific,MCV1,2010,93
657,East Asia & Pacific,MCV2,2010,85
658,East Asia & Pacific,PCV3,2010,1
659,East Asia & Pacific,POL3,2010,94
660,East Asia & Pacific,RCV1,2010,50
661,East Asia & Pacific,ROTAC,2010,1
662,East Asia & Pacific,BCG,2011,98
663,East Asia & Pacific,DTP1,2011,96
664,East Asia & Pacific,DTP3,2011,94
665,East Asia & Pacific,HEPB3,2011,89
666,East Asia & Pacific,HEPBB,2011,62
667,East Asia & Pacific,HIB3,2011,14
668,East Asia & Pacific,MCV1,2011,94
669,East Asia & Pacific,MCV2,2011,87
670,East Asia & Pacific,PCV3,2011,5
671,East Asia & Pacific,POL3,2011,94
672,East Asia & Pacific,RCV1,2011,64
673,East Asia & Pacific,ROTAC,2011,1
674,East Asia & Pacific,BCG,2012,96
675,East Asia & Pacific,DTP1,2012,96
676,East Asia & Pacific,DTP3,2012,95
677,East Asia & Pacific,HEPB3,2012,91
678,East Asia & Pacific,HEPBB,2012,63
679,East Asia & Pacific,HIB3,2012,15
680,East Asia & Pacific,MCV1,2012,94
681,East Asia & Pacific,MCV2,2012,85
682,East Asia & Pacific,PCV3,2012,5
683,East Asia & Pacific,POL3,2012,95
684,East Asia & Pacific,RCV1,2012,69
685,East Asia & Pacific,ROTAC,2012,1
686,East Asia & Pacific,BCG,2013,96
687,East Asia & Pacific,DTP1,2013,97
688,East Asia & Pacific,DTP3,2013,94
689,East Asia & Pacific,HEPB3,2013,91
690,East Asia & Pacific,HEPBB,2013,65
691,East Asia & Pacific,HIB3,2013,22
692,East Asia & Pacific,MCV1,2013,95
693,East Asia & Pacific,MCV2,2013,88
694,East Asia & Pacific,PCV3,2013,5
695,East Asia & Pacific,POL3,2013,95
696,East Asia & Pacific,RCV1,2013,71
697,East Asia & Pacific,ROTAC,2013,3
698,East Asia & Pacific,BCG,2014,95
699,East Asia & Pacific,DTP1,2014,96
700,East Asia & Pacific,DTP3,2014,94
701,East Asia & Pacific,HEPB3,2014,90
702,East Asia & Pacific,HEPBB,2014,64
703,East Asia & Pacific,HIB3,2014,28
704,East Asia & Pacific,MCV1,2014,94
705,East Asia & Pacific,MCV2,2014,82
706,East Asia & Pacific,PCV3,2014,7
707,East Asia & Pacific,POL3,2014,95
708,East Asia & Pacific,RCV1,2014,71
709,East Asia & Pacific,ROTAC,2014,1
710,East Asia & Pacific,BCG,2015,95
711,East Asia & Pacific,DTP1,2015,95
712,East Asia & Pacific,DTP3,2015,93
713,East Asia & Pacific,HEPB3,2015,90
714,East Asia & Pacific,HEPBB,2015,66
715,East Asia & Pacific,HIB3,2015,36
716,East Asia & Pacific,IPV1,2015,4
717,East Asia & Pacific,MCV1,2015,94
718,East Asia & Pacific,MCV2,2015,82
719,East Asia & Pacific,PCV3,2015,8
720,East Asia & Pacific,POL3,2015,94
721,East Asia & Pacific,RCV1,2015,77
722,East Asia & Pacific,ROTAC,2015,1
723,East Asia & Pacific,BCG,2016,96
724,East Asia & Pacific,DTP1,2016,96
725,East Asia & Pacific,DTP3,2016,94
726,East Asia & Pacific,HEPB3,2016,91
727,East Asia & Pacific,HEPBB,2016,66
728,East Asia & Pacific,HIB3,2016,37
729,East Asia & Pacific,IPV1,2016,20
730,East Asia & Pacific,MCV1,2016,95
731,East Asia & Pacific,MCV2,2016,86
732,East Asia & Pacific,PCV3,2016,10
733,East Asia & Pacific,POL3,2016,94
734,East Asia & Pacific,RCV1,2016,80
735,East Asia & Pacific,ROTAC,2016,1
736,East Asia & Pacific,BCG,2017,96
737,East Asia & Pacific,DTP1,2017,95
738,East Asia & Pacific,DTP3,2017,94
739,East Asia & Pacific,HEPB3,2017,90
740,East Asia & Pacific,HEPBB,2017,74
741,East Asia & Pacific,HIB3,2017,37
742,East Asia & Pacific,IPV1,2017,75
743,East Asia & Pacific,MCV1,2017,94
744,East Asia & Pacific,MCV2,2017,87
745,East Asia & Pacific,PCV3,2017,13
746,East Asia & Pacific,POL3,2017,94
747,East Asia & Pacific,RCV1,2017,81
748,East Asia & Pacific,ROTAC,2017,1
749,East Asia & Pacific,BCG,2018,95
750,East Asia & Pacific,DTP1,2018,93
751,East Asia & Pacific,DTP3,2018,92
752,East Asia & Pacific,HEPB3,2018,89
753,East Asia & Pacific,HEPBB,2018,78
754,East Asia & Pacific,HIB3,2018,35
755,East Asia & Pacific,IPV1,2018,82
756,East Asia & Pacific,MCV1,2018,94
757,East Asia & Pacific,MCV2,2018,87
758,East Asia & Pacific,PCV3,2018,13
759,East Asia & Pacific,POL3,2018,93
760,East Asia & Pacific,RCV1,2018,85
761,East Asia & Pacific,ROTAC,2018,1
762,East Asia & Pacific,BCG,2019,95
763,East Asia & Pacific,DTP1,2019,94
