,region,vaccine,year,coverage
1879,Latin America & Caribbean,BCG,2015,96
1880,Latin America & Caribbean,DTP1,2015,96
1881,Latin America & Caribbean,DTP3,2015,90
1882,Latin America & Caribbean,HEPB3,2015,89
1883,Latin America & Caribbean,HEPBB,2015,49
1884,Latin America & Caribbean,HIB3,2015,90
1885,Latin America & Caribbean,IPV1,2015,62
1886,Latin America & Caribbean,MCV1,2015,93
1887,Latin America & Caribbean,MCV2,2015,71
1888,Latin America & Caribbean,PCV3,2015,82
1889,Latin America & Caribbean,POL3,2015,91
1890,Latin America & Caribbean,RCV1,2015,93
1891,Latin America & Caribbean,ROTAC,2015,80
1892,Latin America & Caribbean,YFV,2015,55
1893,Latin America & Caribbean,BCG,2016,93
1894,Latin America & Caribbean,DTP1,2016,95
1895,Latin America & Caribbean,DTP3,2016,89
1896,Latin America & Caribbean,HEPB3,2016,89
1897,Latin America & Caribbean,HEPBB,2016,46
1898,Latin America & Caribbean,HIB3,2016,89
1899,Latin America & Caribbean,IPV1,2016,85
1900,Latin America & Caribbean,MCV1,2016,92
1901,Latin America & Caribbean,MCV2,2016,74
1902,Latin America & Caribbean,PCV3,2016,78
1903,Latin America & Caribbean,POL3,2016,85
1904,Latin America & Caribbean,RCV1,2016,92
1905,Latin America & Caribbean,ROTAC,2016,76
1906,Latin America & Caribbean,YFV,2016,53
1907,Latin America & Caribbean,BCG,2017,92
1908,Latin America & Caribbean,DTP1,2017,95
1909,Latin America & Caribbean,DTP3,2017,86
1910,Latin America & Caribbean,HEPB3,2017,81
1911,Latin America & Caribbean,HEPBB,2017,51
1912,Latin America & Caribbean,HIB3,2017,87
1913,Latin America & Caribbean,IPV1,2017,92
1914,Latin America & Caribbean,MCV1,2017,87
1915,Latin America & Caribbean,MCV2,2017,69
1916,Latin America & Caribbean,PCV3,2017,78
1917,Latin America & Caribbean,POL3,2017,82
1918,Latin America & Caribbean,RCV1,2017,87
1919,Latin America & Caribbean,ROTAC,2017,69
1920,Latin America & Caribbean,YFV,2017,59
1921,Latin America & Caribbean,BCG,2018,92
1922,Latin America & Caribbean,DTP1,2018,90
1923,Latin America & Caribbean,DTP3,2018,86
1924,Latin America & Caribbean,HEPB3,2018,81
1925,Latin America & Caribbean,HEPBB,2018,53
1926,Latin America & Caribbean,HIB3,2018,85
1927,Latin America & Caribbean,IPV1,2018,86
1928,Latin America & Caribbean,MCV1,2018,91
1929,Latin America & Caribbean,MCV2,2018,80
1930,Latin America & Caribbean,PCV3,2018,79
1931,Latin America & Caribbean,POL3,2018,85
1932,Latin America & Caribbean,RCV1,2018,91
1933,Latin America & Caribbean,ROTAC,2018,73
1934,Latin America & Caribbean,YFV,2018,57
1935,Latin America & Caribbean,BCG,2019,83
1936,Latin America & Caribbean,DTP1,2019,87
1937,Latin America & Caribbean,DTP3,2019,81
1938,Latin America & Caribbean,HEPB3,2019,77
1939,Latin America & Caribbean,HEPBB,2019,52
1940,Latin America & Caribbean,HIB3,2019,82
1941,Latin America & Caribbean,IPV1,2019,86
1942,Latin America & Caribbean,MCV1,2019,86
1943,Latin America & Caribbean,MCV2,2019,67
1944,Latin America & Caribbean,PCV3,2019,79
1945,Latin America & Caribbean,POL3,2019,84
1946,Latin America & Caribbean,RCV1,2019,86
1947,Latin America & Caribbean,ROTAC,2019,74
1948,Latin America & Caribbean,YFV,2019,60
1949,Middle East & North Africa,BCG,1980,26
1950,Middle East & North Africa,DTP1,1980,45
1951,Middle East & North Africa,DTP3,1980,27
1952,Middle East & North Africa,MCV1,1980,23
1953,Middle East & North Africa,POL3,1980,31
1954,Middle East & North Africa,RCV1,1980,0
1955,Middle East & North Africa,BCG,1981,27
1956,Middle East & North Africa,DTP1,1981,46
1957,Middle East & North Africa,DTP3,1981,29
1958,Middle East & North Africa,MCV1,1981,26
1959,Middle East & North Africa,POL3,1981,38
1960,Middle East & North Africa,RCV1,1981,0
1961,Middle East & North Africa,BCG,1982,37
1962,Middle East & North Africa,DTP1,1982,55
1963,Middle East & North Africa,DTP3,1982,36
1964,Middle East & North Africa,MCV1,1982,34
1965,Middle East & North Africa,POL3,1982,49
1966,Middle East & North Africa,RCV1,1982,0
1967,Middle East & North Africa,BCG,1983,40
1968,Middle East & North Africa,DTP1,1983,57
1969,Middle East & North Africa,DTP3,1983,37
1970,Middle East & North Africa,MCV1,1983,33
1971,Middle East & North Africa,POL3,1983,43
1972,Middle East & North Africa,RCV1,1983,0
1973,Middle East & North Africa,BCG,1984,43
1974,Middle East & North Africa,DTP1,1984,63
1975,Middle East & North Africa,DTP3,1984,45
1976,Middle East & North Africa,MCV1,1984,37
1977,Middle East & North Africa,POL3,1984,50
1978,Middle East & North Africa,RCV1,1984,0
1979,Middle East & North Africa,BCG,1985,77
1980,Middle East & North Africa,DTP1,1985,81
1981,Middle East & North Africa,DTP3,1985,63
1982,Middle East & North Africa,HEPB3,1985,0
1983,Middle East & North Africa,MCV1,1985,61
1984,Middle East & North Africa,POL3,1985,66
1985,Middle East & North Africa,RCV1,1985,0
1986,Middle East & North Africa,BCG,1986,74
1987,Middle East & North Africa,DTP1,1986,85
1988,Middle East & North Africa,DTP3,1986,69
1989,Middle East & North Africa,HEPB3,1986,0
1990,Middle East & North Africa,MCV1,1986,64
1991,Middle East & North Africa,POL3,1986,72
1992,Middle East & North Africa,RCV1,1986,0
1993,Middle East & North Africa,BCG,1987,74
1994,Middle East & North Africa,DTP1,1987,86
1995,Middle East & North Africa,DTP3,1987,71
1996,Middle East & North Africa,HEPB3,1987,0
1997,Middle East & North Africa,MCV1,1987,66
1998,Middle East & North Africa,POL3,1987,71
1999,Middle East & North Africa,RCV1,1987,1
2000,Middle East & North Africa,BCG,1988,86
2001,Middle East & North Africa,DTP1,1988,92
2002,Middle East & North Africa,DTP3,1988,82
2003,Middle East & North Africa,HEPB3,1988,0
2004,Middle East & North Africa,MCV1,1988,78
2005,Middle East & North Africa,POL3,1988,83
2006,Middle East & North Africa,RCV1,1988,1
2007,Middle East & North Africa,BCG,1989,88
2008,Middle East & North Africa,DTP1,1989,94
2009,Middle East & North Africa,DTP3,1989,85
2010,Middle East & North Africa,HEPB3,1989,0
2011,Middle East & North Africa,MCV1,1989,81
2012,Middle East & North Africa,POL3,1989,85
2013,Middle East & North Africa,RCV1,1989,1
2014,Middle East & North Africa,BCG,1990,94
2015,Middle East & North Africa,DTP1,1990,95
2016,Middle East & North Africa,DTP3,1990,88
2017,Middle East & North Africa,HEPB3,1990,5
2018,Middle East & North Africa,HIB3,1990,0
2019,Middle East & North Africa,MCV1,1990,83
2020,Middle East & North Africa,POL3,1990,88
2021,Middle East & North Africa,RCV1,1990,1
2022,Middle East & North Africa,BCG,1991,91
2023,Middle East & North Africa,DTP1,1991,92
2024,Middle East & North Africa,DTP3,1991,81
2025,Middle East & North Africa,HEPB3,1991,7
2026,Middle East & North Africa,HIB3,1991,0
2027,Middle East & North Africa,MCV1,1991,83
2028,Middle East & North Africa,POL3,1991,84
2029,Middle East & North Africa,RCV1,1991,7
2030,Middle East & North Africa,BCG,1992,92
2031,Middle East & North Africa,DTP1,1992,93
2032,Middle East & North Africa,DTP3,1992,84
2033,Middle East & North Africa,HEPB3,1992,11
2034,Middle East & North Africa,HIB3,1992,0
2035,Middle East & North Africa,MCV1,1992,84
2036,Middle East & North Africa,POL3,1992,87
2037,Middle East & North Africa,RCV1,1992,7
2038,Middle East & North Africa,BCG,1993,91
2039,Middle East & North Africa,DTP1,1993,93
2040,Middle East & North Africa,DTP3,1993,85
2041,Middle East & North Africa,HEPB3,1993,13
2042,Middle East & North Africa,HIB3,1993,0
2043,Middle East & North Africa,MCV1,1993,85
2044,Middle East & North Africa,POL3,1993,87
2045,Middle East & North Africa,RCV1,1993,7
2046,Middle East & North Africa,BCG,1994,91
2047,Middle East & North Africa,DTP1,1994,92
2048,Middle East & North Africa,DTP3,1994,83
2049,Middle East & North Africa,HEPB3,1994,43
2050,Middle East & North Africa,HIB3,1994,1
2051,Middle East & North Africa,MCV1,1994,84
2052,Middle East & North Africa,POL3,1994,85
2053,Middle East & North Africa,RCV1,1994,8
2054,Middle East & North Africa,BCG,1995,91
2055,Middle East & North Africa,DTP1,1995,93
2056,Middle East & North Africa,DTP3,1995,86
2057,Middle East & North Africa,HEPB3,1995,51
2058,Middle East & North Africa,HIB3,1995,1
2059,Middle East & North Africa,MCV1,1995,85
2060,Middle East & North Africa,POL3,1995,87
2061,Middle East & North Africa,RCV1,1995,20
2062,Middle East & North Africa,BCG,1996,91
2063,Middle East & North Africa,DTP1,1996,94
2064,Middle East & North Africa,DTP3,1996,88
2065,Middle East & North Africa,HEPB3,1996,55
2066,Middle East & North Africa,HIB3,1996,1
2067,Middle East & North Africa,MCV1,1996,88
2068,Middle East & North Africa,POL3,1996,88
2069,Middle East & North Africa,RCV1,1996,21
2070,Middle East & North Africa,BCG,1997,91
2071,Middle East & North Africa,DTP1,1997,93
2072,Middle East & North Africa,DTP3,1997,87
2073,Middle East & North Africa,HEPB3,1997,62
2074,Middle East & North Africa,HIB3,1997,2
2075,Middle East & North Africa,MCV1,1997,87
2076,Middle East & North Africa,POL3,1997,88
2077,Middle East & North Africa,RCV1,1997,13
2078,Middle East & North Africa,BCG,1998,93
2079,Middle East & North Africa,DTP1,1998,93
2080,Middle East & North Africa,DTP3,1998,89
2081,Middle East & North Africa,HEPB3,1998,58
2082,Middle East & North Africa,HIB3,1998,2
2083,Middle East & North Africa,MCV1,1998,91
2084,Middle East & North Africa,POL3,1998,90
2085,Middle East & North Africa,RCV1,1998,13
2086,Middle East & North Africa,BCG,1999,94
2087,Middle East & North Africa,DTP1,1999,95
2088,Middle East & North Africa,DTP3,1999,90
2089,Middle East & North Africa,HEPB3,1999,67
2090,Middle East & North Africa,HIB3,1999,3
2091,Middle East & North Africa,MCV1,1999,91
2092,Middle East & North Africa,POL3,1999,91
2093,Middle East & North Africa,RCV1,1999,40
2094,Middle East & North Africa,BCG,2000,95
2095,Middle East & North Africa,DTP1,2000,95
2096,Middle East & North Africa,DTP3,2000,91
2097,Middle East & North Africa,HEPB3,2000,73
2098,Middle East & North Africa,HEPBB,2000,21
2099,Middle East & North Africa,HIB3,2000,3
2100,Middle East & North Africa,MCV1,2000,91
2101,Middle East & North Africa,MCV2,2000,57
2102,Middle East & North Africa,POL3,2000,92
2103,Middle East & North Africa,RCV1,2000,44
2104,Middle East & North Africa,BCG,2001,93
2105,Middle East & North Africa,DTP1,2001,95
2106,Middle East & North Africa,DTP3,2001,91
2107,Middle East & North Africa,HEPB3,2001,77
2108,Middle East & North Africa,HEPBB,2001,27
2109,Middle East & North Africa,HIB3,2001,10
2110,Middle East & North Africa,MCV1,2001,90
2111,Middle East & North Africa,MCV2,2001,72
2112,Middle East & North Africa,POL3,2001,91
2113,Middle East & North Africa,RCV1,2001,50
2114,Middle East & North Africa,BCG,2002,92
2115,Middle East & North Africa,DTP1,2002,94
2116,Middle East & North Africa,DTP3,2002,90
2117,Middle East & North Africa,HEPB3,2002,78
2118,Middle East & North Africa,HEPBB,2002,28
2119,Middle East & North Africa,HIB3,2002,18
2120,Middle East & North Africa,MCV1,2002,89
2121,Middle East & North Africa,MCV2,2002,73
2122,Middle East & North Africa,POL3,2002,90
2123,Middle East & North Africa,RCV1,2002,49
2124,Middle East & North Africa,BCG,2003,93
2125,Middle East & North Africa,DTP1,2003,93
2126,Middle East & North Africa,DTP3,2003,89
2127,Middle East & North Africa,HEPB3,2003,79
2128,Middle East & North Africa,HEPBB,2003,27
2129,Middle East & North Africa,HIB3,2003,21
2130,Middle East & North Africa,MCV1,2003,89
2131,Middle East & North Africa,MCV2,2003,72
2132,Middle East & North Africa,POL3,2003,89
2133,Middle East & North Africa,RCV1,2003,49
2134,Middle East & North Africa,BCG,2004,93
2135,Middle East & North Africa,DTP1,2004,95
2136,Middle East & North Africa,DTP3,2004,90
2137,Middle East & North Africa,HEPB3,2004,85
2138,Middle East & North Africa,HEPBB,2004,46
2139,Middle East & North Africa,HIB3,2004,21
2140,Middle East & North Africa,MCV1,2004,89
2141,Middle East & North Africa,MCV2,2004,79
2142,Middle East & North Africa,POL3,2004,90
2143,Middle East & North Africa,RCV1,2004,70
2144,Middle East & North Africa,BCG,2005,93
2145,Middle East & North Africa,DTP1,2005,94
2146,Middle East & North Africa,DTP3,2005,90
2147,Middle East & North Africa,HEPB3,2005,89
2148,Middle East & North Africa,HEPBB,2005,46
2149,Middle East & North Africa,HIB3,2005,25
2150,Middle East & North Africa,MCV1,2005,89
2151,Middle East & North Africa,MCV2,2005,83
2152,Middle East & North Africa,POL3,2005,90
2153,Middle East & North Africa,RCV1,2005,72
2154,Middle East & North Africa,BCG,2006,94
2155,Middle East & North Africa,DTP1,2006,94
2156,Middle East & North Africa,DTP3,2006,90
2157,Middle East & North Africa,HEPB3,2006,89
2158,Middle East & North Africa,HEPBB,2006,45
2159,Middle East & North Africa,HIB3,2006,26
2160,Middle East & North Africa,MCV1,2006,89
2161,Middle East & North Africa,MCV2,2006,83
2162,Middle East & North Africa,POL3,2006,91
2163,Middle East & North Africa,RCV1,2006,71
2164,Middle East & North Africa,ROTAC,2006,0
2165,Middle East & North Africa,BCG,2007,94
2166,Middle East & North Africa,DTP1,2007,93
2167,Middle East & North Africa,DTP3,2007,90
2168,Middle East & North Africa,HEPB3,2007,89
2169,Middle East & North Africa,HEPBB,2007,48
2170,Middle East & North Africa,HIB3,2007,35
2171,Middle East & North Africa,MCV1,2007,89
2172,Middle East & North Africa,MCV2,2007,85
2173,Middle East & North Africa,POL3,2007,92
2174,Middle East & North Africa,RCV1,2007,72
2175,Middle East & North Africa,ROTAC,2007,0
2176,Middle East & North Africa,BCG,2008,93
2177,Middle East & North Africa,DTP1,2008,94
2178,Middle East & North Africa,DTP3,2008,91
2179,Middle East & North Africa,HEPB3,2008,91
2180,Middle East & North Africa,HEPBB,2008,48
2181,Middle East & North Africa,HIB3,2008,44
2182,Middle East & North Africa,MCV1,2008,89
2183,Middle East & North Africa,MCV2,2008,79
2184,Middle East & North Africa,PCV3,2008,1
2185,Middle East & North Africa,POL3,2008,92
2186,Middle East & North Africa,RCV1,2008,66
2187,Middle East & North Africa,ROTAC,2008,0
2188,Middle East & North Africa,BCG,2009,94
2189,Middle East & North Africa,DTP1,2009,95
2190,Middle East & North Africa,DTP3,2009,92
2191,Middle East & North Africa,HEPB3,2009,92
2192,Middle East & North Africa,HEPBB,2009,45
2193,Middle East & North Africa,HIB3,2009,44
2194,Middle East & North Africa,MCV1,2009,91
2195,Middle East & North Africa,MCV2,2009,82
2196,Middle East & North Africa,PCV3,2009,8
2197,Middle East & North Africa,POL3,2009,92
2198,Middle East & North Africa,RCV1,2009,68
2199,Middle East & North Africa,ROTAC,2009,0
2200,Middle East & North Africa,BCG,2010,94
2201,Middle East & North Africa,DTP1,2010,95
2202,Middle East & North Africa,DTP3,2010,92
2203,Middle East & North Africa,HEPB3,2010,92
2204,Middle East & North Africa,HEPBB,2010,42
2205,Middle East & North Africa,HIB3,2010,44
2206,Middle East & North Africa,MCV1,2010,91
2207,Middle East & North Africa,MCV2,2010,81
2208,Middle East & North Africa,PCV3,2010,9
2209,Middle East & North Africa,POL3,2010,92
2210,Middle East & North Africa,RCV1,2010,67
2211,Middle East & North Africa,ROTAC,2010,0
2212,Middle East & North Africa,BCG,2011,94
2213,Middle East & North Africa,DTP1,2011,95
2214,Middle East & North Africa,DTP3,2011,91
2215,Middle East & North Africa,HEPB3,2011,91
2216,Middle East & North Africa,HEPBB,2011,42
2217,Middle East & North Africa,HIB3,2011,44
2218,Middle East & North Africa,MCV1,2011,92
2219,Middle East & North Africa,MCV2,2011,81
2220,Middle East & North Africa,PCV3,2011,16
2221,Middle East & North Africa,POL3,2011,91
2222,Middle East & North Africa,RCV1,2011,67
2223,Middle East & North Africa,ROTAC,2011,6
2224,Middle East & North Africa,BCG,2012,94
2225,Middle East & North Africa,DTP1,2012,93
2226,Middle East & North Africa,DTP3,2012,88
2227,Middle East & North Africa,HEPB3,2012,87
2228,Middle East & North Africa,HEPBB,2012,42
2229,Middle East & North Africa,HIB3,2012,47
2230,Middle East & North Africa,MCV1,2012,89
2231,Middle East & North Africa,MCV2,2012,77
2232,Middle East & North Africa,PCV3,2012,22
2233,Middle East & North Africa,POL3,2012,88
2234,Middle East & North Africa,RCV1,2012,67
2235,Middle East & North Africa,ROTAC,2012,13
2236,Middle East & North Africa,BCG,2013,95
2237,Middle East & North Africa,DTP1,2013,93
2238,Middle East & North Africa,DTP3,2013,90
2239,Middle East & North Africa,HEPB3,2013,91
2240,Middle East & North Africa,HEPBB,2013,44
2241,Middle East & North Africa,HIB3,2013,50
2242,Middle East & North Africa,MCV1,2013,90
2243,Middle East & North Africa,MCV2,2013,78
2244,Middle East & North Africa,PCV3,2013,24
2245,Middle East & North Africa,POL3,2013,90
2246,Middle East & North Africa,RCV1,2013,66
2247,Middle East & North Africa,ROTAC,2013,24
2248,Middle East & North Africa,BCG,2014,95
2249,Middle East & North Africa,DTP1,2014,93
2250,Middle East & North Africa,DTP3,2014,89
2251,Middle East & North Africa,HEPB3,2014,89
2252,Middle East & North Africa,HEPBB,2014,44
2253,Middle East & North Africa,HIB3,2014,74
2254,Middle East & North Africa,MCV1,2014,88
2255,Middle East & North Africa,MCV2,2014,83
2256,Middle East & North Africa,PCV3,2014,25
2257,Middle East & North Africa,POL3,2014,89
2258,Middle East & North Africa,RCV1,2014,73
2259,Middle East & North Africa,ROTAC,2014,23
2260,Middle East & North Africa,BCG,2015,91
2261,Middle East & North Africa,DTP1,2015,92
2262,Middle East & North Africa,DTP3,2015,88
2263,Middle East & North Africa,HEPB3,2015,88
2264,Middle East & North Africa,HEPBB,2015,44
2265,Middle East & North Africa,HIB3,2015,88
2266,Middle East & North Africa,IPV1,2015,27
2267,Middle East & North Africa,MCV1,2015,89
2268,Middle East & North Africa,MCV2,2015,86
2269,Middle East & North Africa,PCV3,2015,25
2270,Middle East & North Africa,POL3,2015,88
2271,Middle East & North Africa,RCV1,2015,79
2272,Middle East & North Africa,ROTAC,2015,27
2273,Middle East & North Africa,BCG,2016,94
2274,Middle East & North Africa,DTP1,2016,93
2275,Middle East & North Africa,DTP3,2016,89
2276,Middle East & North Africa,HEPB3,2016,89
2277,Middle East & North Africa,HEPBB,2016,45
2278,Middle East & North Africa,HIB3,2016,89
2279,Middle East & North Africa,IPV1,2016,46
2280,Middle East & North Africa,MCV1,2016,91
2281,Middle East & North Africa,MCV2,2016,89
2282,Middle East & North Africa,PCV3,2016,32
2283,Middle East & North Africa,POL3,2016,89
2284,Middle East & North Africa,RCV1,2016,81
2285,Middle East & North Africa,ROTAC,2016,29
2286,Middle East & North Africa,BCG,2017,91
2287,Middle East & North Africa,DTP1,2017,93
2288,Middle East & North Africa,DTP3,2017,90
2289,Middle East & North Africa,HEPB3,2017,90
2290,Middle East & North Africa,HEPBB,2017,67
2291,Middle East & North Africa,HIB3,2017,90
2292,Middle East & North Africa,IPV1,2017,46
2293,Middle East & North Africa,MCV1,2017,90
2294,Middle East & North Africa,MCV2,2017,89
2295,Middle East & North Africa,PCV3,2017,39
2296,Middle East & North Africa,POL3,2017,90
2297,Middle East & North Africa,RCV1,2017,90
2298,Middle East & North Africa,ROTAC,2017,32
2299,Middle East & North Africa,BCG,2018,93
2300,Middle East & North Africa,DTP1,2018,93
2301,Middle East & North Africa,DTP3,2018,89
2302,Middle East & North Africa,HEPB3,2018,89
2303,Middle East & North Africa,HEPBB,2018,68
2304,Middle East & North Africa,HIB3,2018,89
2305,Middle East & North Africa,IPV1,2018,56
2306,Middle East & North Africa,MCV1,2018,89
2307,Middle East & North Africa,MCV2,2018,86
2308,Middle East & North Africa,PCV3,2018,38
2309,Middle East & North Africa,POL3,2018,88
2310,Middle East & North Africa,RCV1,2018,88
2311,Middle East & North Africa,ROTAC,2018,32
2312,Middle East & North Africa,BCG,2019,91
2313,Middle East & North Africa,DTP1,2019,94
2314,Middle East & North Africa,DTP3,2019,90
2315,Middle East & North Africa,HEPB3,2019,90
2316,Middle East & North Africa,HEPBB,2019,69
2317,Middle East & North Africa,HIB3,2019,90
2318,Middle East & North Africa,IPV1,2019,92
2319,Middle East & North Africa,MCV1,2019,89
2320,Middle East & North Africa,MCV2,2019,87
2321,Middle East & North Africa,PCV3,2019,39
2322,Middle East & North Africa,POL3,2019,90
2323,Middle East & North Africa,RCV1,2019,89
2324,Middle East & North Africa,ROTAC,2019,26
2325,North America,DTP1,1980,89
2326,North America,DTP3,1980,87
2327,North America,MCV1,1980,78
2328,North America,POL3,1980,86
2329,North America,RCV1,1980,78
2330,North America,DTP1,1981,89
2331,North America,DTP3,1981,87
2332,North America,MCV1,1981,88
2333,North America,POL3,1981,87
2334,North America,RCV1,1981,88
2335,North America,DTP1,1982,89
2336,North America,DTP3,1982,87
2337,North America,MCV1,1982,88
2338,North America,POL3,1982,88
2339,North America,RCV1,1982,88
2340,North America,DTP1,1983,89
2341,North America,DTP3,1983,88
2342,North America,MCV1,1983,89
2343,North America,POL3,1983,88
2344,North America,RCV1,1983,89
2345,North America,DTP1,1984,89
2346,North America,DTP3,1984,88
2347,North America,MCV1,1984,89
2348,North America,POL3,1984,88
2349,North America,RCV1,1984,89
2350,North America,DTP1,1985,89
2351,North America,DTP3,1985,87
2352,North America,HEPB3,1985,0
2353,North America,MCV1,1985,88
2354,North America,POL3,1985,87
2355,North America,RCV1,1985,88
2356,North America,DTP1,1986,89
2357,North America,DTP3,1986,88
2358,North America,HEPB3,1986,0
2359,North America,MCV1,1986,88
2360,North America,POL3,1986,88
2361,North America,RCV1,1986,88
2362,North America,DTP1,1987,98
2363,North America,DTP3,1987,96
2364,North America,HEPB3,1987,0
2365,North America,MCV1,1987,81
2366,North America,POL3,1987,96
2367,North America,RCV1,1987,81
2368,North America,DTP1,1988,98
2369,North America,DTP3,1988,96
2370,North America,HEPB3,1988,0
2371,North America,MCV1,1988,97
2372,North America,POL3,1988,96
2373,North America,RCV1,1988,97
2374,North America,DTP1,1989,97
2375,North America,DTP3,1989,93
2376,North America,HEPB3,1989,0
2377,North America,MCV1,1989,93
2378,North America,POL3,1989,91
2379,North America,RCV1,1989,93
2380,North America,DTP1,1990,96
2381,North America,DTP3,1990,90
2382,North America,HEPB3,1990,0
2383,North America,HIB3,1990,0
2384,North America,MCV1,1990,90
2385,North America,POL3,1990,85
2386,North America,RCV1,1990,90
2387,North America,DTP1,1991,95
2388,North America,DTP3,1991,86
2389,North America,HEPB3,1991,0
2390,North America,HIB3,1991,0
2391,North America,MCV1,1991,87
2392,North America,POL3,1991,79
2393,North America,RCV1,1991,87
2394,North America,DTP1,1992,94
2395,North America,DTP3,1992,84
2396,North America,HEPB3,1992,0
2397,North America,HIB3,1992,0
2398,North America,MCV1,1992,84
2399,North America,POL3,1992,74
2400,North America,RCV1,1992,84
2401,North America,DTP1,1993,96
2402,North America,DTP3,1993,88
2403,North America,HEPB3,1993,15
2404,North America,HIB3,1993,0
2405,North America,MCV1,1993,85
2406,North America,POL3,1993,80
2407,North America,RCV1,1993,85
2408,North America,DTP1,1994,97
2409,North America,DTP3,1994,94
2410,North America,HEPB3,1994,38
2411,North America,HIB3,1994,0
2412,North America,MCV1,1994,90
2413,North America,POL3,1994,84
2414,North America,RCV1,1994,90
2415,North America,DTP1,1995,98
2416,North America,DTP3,1995,94
2417,North America,HEPB3,1995,62
2418,North America,HIB3,1995,83
2419,North America,MCV1,1995,89
2420,North America,POL3,1995,88
2421,North America,RCV1,1995,89
2422,North America,DTP1,1996,98
2423,North America,DTP3,1996,95
2424,North America,HEPB3,1996,75
2425,North America,HIB3,1996,90
2426,North America,MCV1,1996,92
2427,North America,POL3,1996,91
2428,North America,RCV1,1996,92
2429,North America,DTP1,1997,98
2430,North America,DTP3,1997,95
2431,North America,HEPB3,1997,77
2432,North America,HIB3,1997,93
2433,North America,MCV1,1997,91
2434,North America,POL3,1997,91
2435,North America,RCV1,1997,91
2436,North America,DTP1,1998,98
2437,North America,DTP3,1998,96
2438,North America,HEPB3,1998,80
2439,North America,HIB3,1998,93
2440,North America,MCV1,1998,92
2441,North America,POL3,1998,91
2442,North America,RCV1,1998,92
2443,North America,DTP1,1999,99
2444,North America,DTP3,1999,96
2445,North America,HEPB3,1999,81
2446,North America,HIB3,1999,94
2447,North America,MCV1,1999,92
2448,North America,POL3,1999,90
2449,North America,RCV1,1999,92
2450,North America,DTP1,2000,99
2451,North America,DTP3,2000,94
2452,North America,HEPB3,2000,83
2453,North America,HEPBB,2000,0
2454,North America,HIB3,2000,93
2455,North America,MCV1,2000,91
2456,North America,MCV2,2000,78
2457,North America,POL3,2000,90
2458,North America,RCV1,2000,91
2459,North America,DTP1,2001,98
2460,North America,DTP3,2001,94
2461,North America,HEPB3,2001,82
2462,North America,HEPBB,2001,0
2463,North America,HIB3,2001,93
2464,North America,MCV1,2001,91
2465,North America,MCV2,2001,79
2466,North America,POL3,2001,89
2467,North America,RCV1,2001,91
2468,North America,DTP1,2002,97
2469,North America,DTP3,2002,94
2470,North America,HEPB3,2002,81
2471,North America,HEPBB,2002,19
2472,North America,HIB3,2002,93
2473,North America,MCV1,2002,91
2474,North America,MCV2,2002,80
2475,North America,POL3,2002,90
2476,North America,RCV1,2002,91
2477,North America,DTP1,2003,99
2478,North America,DTP3,2003,96
2479,North America,HEPB3,2003,86
2480,North America,HEPBB,2003,36
2481,North America,HIB3,2003,94
2482,North America,MCV1,2003,93
2483,North America,MCV2,2003,79
2484,North America,POL3,2003,91
2485,North America,RCV1,2003,93
2486,North America,DTP1,2004,99
2487,North America,DTP3,2004,96
2488,North America,HEPB3,2004,86
2489,North America,HEPBB,2004,44
2490,North America,HIB3,2004,94
2491,North America,MCV1,2004,93
2492,North America,MCV2,2004,79
2493,North America,POL3,2004,92
2494,North America,RCV1,2004,93
2495,North America,DTP1,2005,99
2496,North America,DTP3,2005,96
2497,North America,HEPB3,2005,87
2498,North America,HEPBB,2005,46
2499,North America,HIB3,2005,94
2500,North America,MCV1,2005,92
2501,North America,MCV2,2005,79
2502,North America,POL3,2005,92
2503,North America,RCV1,2005,92
2504,North America,DTP1,2006,99
2505,North America,DTP3,2006,96
2506,North America,HEPB3,2006,87
2507,North America,HEPBB,2006,46
2508,North America,HIB3,2006,93
2509,North America,MCV1,2006,92
2510,North America,MCV2,2006,79
2511,North America,POL3,2006,93
2512,North America,RCV1,2006,92
2513,North America,ROTAC,2006,0
2514,North America,DTP1,2007,99
2515,North America,DTP3,2007,96
2516,North America,HEPB3,2007,87
2517,North America,HEPBB,2007,49
2518,North America,HIB3,2007,93
2519,North America,MCV1,2007,92
2520,North America,MCV2,2007,79
2521,North America,POL3,2007,93
2522,North America,RCV1,2007,92
2523,North America,ROTAC,2007,0
2524,North America,DTP1,2008,99
2525,North America,DTP3,2008,96
2526,North America,HEPB3,2008,89
2527,North America,HEPBB,2008,50
2528,North America,HIB3,2008,91
2529,North America,MCV1,2008,92
2530,North America,MCV2,2008,80
2531,North America,PCV3,2008,89
2532,North America,POL3,2008,94
2533,North America,RCV1,2008,92
2534,North America,ROTAC,2008,0
2535,North America,DTP1,2009,98
2536,North America,DTP3,2009,95
2537,North America,HEPB3,2009,88
2538,North America,HEPBB,2009,56
2539,North America,HIB3,2009,85
2540,North America,MCV1,2009,90
2541,North America,MCV2,2009,81
2542,North America,PCV3,2009,89
2543,North America,POL3,2009,93
2544,North America,RCV1,2009,90
2545,North America,ROTAC,2009,40
2546,North America,DTP1,2010,98
2547,North America,DTP3,2010,94
2548,North America,HEPB3,2010,89
2549,North America,HEPBB,2010,59
2550,North America,HIB3,2010,90
2551,North America,MCV1,2010,92
2552,North America,MCV2,2010,82
